"rho","u","v","p","Mach","T","Points:0","Points:1","Points:2"
1.2002,43.896,0.68352,1.0102e+05,0.12789,293.22,0.34663,-0.08391,0
1.2002,44.063,0.16522,1.0102e+05,0.12837,293.21,0.3158,-0.084439,0
1.2002,44.194,-0.39778,1.0102e+05,0.12875,293.21,0.28623,-0.084606,0
1.2002,44.282,-1.0044,1.0102e+05,0.12904,293.21,0.25807,-0.084417,0
1.2003,44.323,-1.652,1.0103e+05,0.12921,293.21,0.23139,-0.083887,0
1.2004,44.309,-2.339,1.0104e+05,0.12926,293.22,0.20626,-0.083036,0
1.2005,44.235,-3.0636,1.0105e+05,0.12917,293.22,0.1827,-0.081892,0
1.2007,44.094,-3.8229,1.0107e+05,0.12893,293.23,0.16074,-0.080481,0
1.2009,43.879,-4.6122,1.0109e+05,0.12853,293.25,0.14034,-0.078835,0
1.2011,43.584,-5.427,1.0112e+05,0.12794,293.27,0.12146,-0.076978,0
1.2014,43.197,-6.2634,1.0115e+05,0.12714,293.29,0.10405,-0.074932,0
1.2018,42.707,-7.1123,1.0119e+05,0.12611,293.32,0.088024,-0.072706,0
1.2022,42.1,-7.9632,1.0124e+05,0.1248,293.35,0.073285,-0.070294,0
1.2027,41.356,-8.8017,1.0129e+05,0.12315,293.4,0.059724,-0.067666,0
1.2033,40.449,-9.6053,1.0136e+05,0.12107,293.45,0.047222,-0.064764,0
1.2039,39.349,-10.342,1.0143e+05,0.11848,293.51,0.035665,-0.061505,0
1.2047,38.021,-10.967,1.0152e+05,0.11522,293.58,0.02495,-0.057777,0
1.2056,36.429,-11.413,1.0163e+05,0.11114,293.67,0.015013,-0.053449,0
1.2066,34.547,-11.588,1.0175e+05,0.10607,293.77,0.005842,-0.048386,0
1.2077,32.375,-11.36,1.0188e+05,0.099858,293.88,-0.002501,-0.042458,0
1.2089,29.98,-10.563,1.0203e+05,0.092501,294.01,-0.009876,-0.035571,0
1.2101,27.549,-9.016,1.0217e+05,0.084356,294.14,-0.016053,-0.027703,0
1.2111,25.446,-6.6154,1.0229e+05,0.076555,294.24,-0.020739,-0.018952,0
1.2117,24.163,-3.4834,1.0236e+05,0.071158,294.31,-0.023623,-0.009589,0
1.2118,23.791,-6.4999e-05,1.0238e+05,0.069371,294.32,-0.024573,-0,0
1.2117,24.163,3.4833,1.0236e+05,0.071158,294.31,-0.023623,0.009589,0
1.2111,25.445,6.6153,1.0229e+05,0.076555,294.25,-0.020739,0.018952,0
1.2101,27.548,9.0159,1.0217e+05,0.084356,294.14,-0.016053,0.027703,0
1.2089,29.98,10.563,1.0203e+05,0.092501,294.01,-0.009876,0.035571,0
1.2077,32.375,11.36,1.0188e+05,0.099858,293.88,-0.002501,0.042458,0
1.2066,34.547,11.588,1.0175e+05,0.10607,293.77,0.005842,0.048386,0
1.2056,36.429,11.413,1.0163e+05,0.11114,293.67,0.015013,0.053449,0
1.2047,38.021,10.967,1.0152e+05,0.11522,293.58,0.02495,0.057777,0
1.2039,39.349,10.342,1.0143e+05,0.11848,293.51,0.035665,0.061505,0
1.2033,40.449,9.6053,1.0136e+05,0.12107,293.45,0.047222,0.064764,0
1.2027,41.356,8.8017,1.0129e+05,0.12315,293.4,0.059724,0.067666,0
1.2022,42.1,7.9632,1.0124e+05,0.1248,293.35,0.073285,0.070294,0
1.2018,42.707,7.1123,1.0119e+05,0.12611,293.32,0.088024,0.072706,0
1.2014,43.197,6.2634,1.0115e+05,0.12714,293.29,0.10405,0.074932,0
1.2011,43.584,5.4269,1.0112e+05,0.12794,293.27,0.12146,0.076978,0
1.2009,43.879,4.6122,1.0109e+05,0.12853,293.25,0.14034,0.078835,0
1.2007,44.094,3.8229,1.0107e+05,0.12893,293.23,0.16074,0.080481,0
1.2005,44.235,3.0636,1.0105e+05,0.12917,293.22,0.1827,0.081892,0
1.2004,44.309,2.339,1.0104e+05,0.12926,293.22,0.20626,0.083036,0
1.2003,44.323,1.652,1.0103e+05,0.12921,293.21,0.23139,0.083887,0
1.2002,44.282,1.0044,1.0102e+05,0.12904,293.21,0.25807,0.084417,0
1.2002,44.194,0.39778,1.0102e+05,0.12875,293.21,0.28623,0.084606,0
1.2002,44.063,-0.16522,1.0102e+05,0.12837,293.22,0.3158,0.084439,0
1.2002,43.896,-0.68352,1.0102e+05,0.12789,293.22,0.34663,0.08391,0
1.2002,43.699,-1.1573,1.0103e+05,0.12735,293.23,0.37859,0.083021,0
1.2003,43.477,-1.587,1.0103e+05,0.12674,293.24,0.41148,0.081783,0
1.2003,43.236,-1.9735,1.0104e+05,0.12608,293.25,0.44511,0.080217,0
1.2004,42.98,-2.3192,1.0105e+05,0.12538,293.26,0.47924,0.078349,0
1.2005,42.715,-2.6265,1.0106e+05,0.12466,293.27,0.51364,0.076213,0
1.2006,42.442,-2.8983,1.0108e+05,0.12391,293.28,0.54807,0.073851,0
1.2007,42.165,-3.1386,1.0109e+05,0.12316,293.29,0.58226,0.071303,0
1.2008,41.886,-3.3498,1.011e+05,0.12239,293.31,0.61598,0.068615,0
1.2009,41.606,-3.536,1.0111e+05,0.12162,293.32,0.64901,0.06583,0
1.201,41.326,-3.7005,1.0113e+05,0.12085,293.33,0.68112,0.062994,0
1.2011,41.045,-3.844,1.0114e+05,0.12007,293.34,0.71214,0.060145,0
1.2013,40.763,-3.9698,1.0115e+05,0.11928,293.35,0.7419,0.057323,0
1.2014,40.479,-4.0803,1.0117e+05,0.11849,293.36,0.77027,0.054563,0
1.2015,40.194,-4.1752,1.0118e+05,0.11769,293.36,0.79717,0.051896,0
1.2016,39.906,-4.2545,1.0119e+05,0.11688,293.37,0.82251,0.04935,0
1.2017,39.615,-4.3201,1.012e+05,0.11605,293.38,0.84626,0.046948,0
1.2018,39.319,-4.3697,1.0121e+05,0.11522,293.38,0.8684,0.044711,0
1.2019,39.02,-4.4014,1.0122e+05,0.11436,293.39,0.88896,0.04265,0
1.2021,38.713,-4.415,1.0124e+05,0.11347,293.39,0.90796,0.040761,0
1.2022,38.395,-4.4032,1.0125e+05,0.11255,293.4,0.92551,0.039007,0
1.2023,38.06,-4.3583,1.0126e+05,0.11156,293.4,0.94175,0.037286,0
1.2023,37.692,-4.2671,1.0127e+05,0.11047,293.41,0.9569,0.035389,0
1.2024,37.27,-4.0968,1.0128e+05,0.10919,293.43,0.9713,0.032943,0
1.2022,36.771,-3.7735,1.0128e+05,0.10763,293.48,0.98532,0.029323,0
1.2018,36.236,-3.1137,1.013e+05,0.10588,293.63,0.99897,0.023347,0
1.1994,35.777,-1.744,1.0131e+05,0.10419,294.27,1.0132,0.013483,0
1.1973,35.58,4.4003e-05,1.0132e+05,0.1034,294.8,1.0136,0,0
1.1973,35.58,0.82093,1.0132e+05,0.1034,294.8,1.0132,-0.013483,0
1.202,36.205,2.4427,1.0132e+05,0.10563,293.66,1.0164,-0.015488,0
1.2023,36.437,2.8725,1.0131e+05,0.10642,293.56,1.0024,-0.027627,0
1.2026,36.917,3.5275,1.013e+05,0.108,293.42,0.98805,-0.035199,0
1.2027,37.379,3.8776,1.0128e+05,0.10945,293.37,0.97325,-0.039902,0
1.2027,37.778,4.0764,1.0127e+05,0.11067,293.35,0.9582,-0.04299,0
1.2026,38.129,4.1931,1.0126e+05,0.11172,293.34,0.94259,-0.045185,0
1.2025,38.451,4.2591,1.0125e+05,0.11268,293.33,0.92611,-0.046958,0
1.2024,38.755,4.2885,1.0124e+05,0.11357,293.32,0.90845,-0.048614,0
1.2023,39.051,4.2896,1.0123e+05,0.11443,293.31,0.88941,-0.050333,0
1.2022,39.343,4.2698,1.0122e+05,0.11527,293.31,0.86886,-0.052203,0
1.2021,39.632,4.2302,1.0121e+05,0.11609,293.3,0.84672,-0.054256,0
1.202,39.921,4.1733,1.0119e+05,0.11691,293.3,0.82298,-0.056493,0
1.2018,40.21,4.1012,1.0118e+05,0.11773,293.29,0.79765,-0.058896,0
1.2017,40.497,4.0126,1.0117e+05,0.11854,293.28,0.77076,-0.06144,0
1.2016,40.784,3.9074,1.0116e+05,0.11934,293.27,0.74239,-0.064096,0
1.2015,41.071,3.786,1.0114e+05,0.12014,293.26,0.71262,-0.066831,0
1.2014,41.356,3.646,1.0113e+05,0.12094,293.25,0.6816,-0.069608,0
1.2013,41.642,3.4845,1.0112e+05,0.12173,293.24,0.64948,-0.072388,0
1.2012,41.926,3.3006,1.0111e+05,0.12251,293.23,0.61645,-0.075128,0
1.2011,42.208,3.0912,1.0109e+05,0.12329,293.22,0.58272,-0.077784,0
1.201,42.487,2.8525,1.0108e+05,0.12405,293.21,0.54851,-0.080312,0
1.2009,42.761,2.582,1.0107e+05,0.1248,293.2,0.51407,-0.082667,0
1.2008,43.026,2.276,1.0106e+05,0.12552,293.19,0.47964,-0.084805,0
1.2007,43.28,1.9318,1.0105e+05,0.12622,293.17,0.44548,-0.086688,0
1.2006,43.519,1.5471,1.0104e+05,0.12687,293.17,0.41182,-0.088281,0
1.2006,43.737,1.1198,1.0103e+05,0.12747,293.16,0.37889,-0.089556,0
1.2006,43.929,0.64942,1.0103e+05,0.128,293.15,0.34689,-0.090495,0
1.2006,44.089,0.13564,1.0103e+05,0.12846,293.15,0.31601,-0.091087,0
1.2006,44.213,-0.42124,1.0103e+05,0.12882,293.14,0.28639,-0.09133,0
1.2006,44.294,-1.0197,1.0103e+05,0.12909,293.14,0.25816,-0.091232,0
1.2007,44.327,-1.6567,1.0104e+05,0.12924,293.15,0.23141,-0.090807,0
1.2008,44.305,-2.3298,1.0105e+05,0.12926,293.15,0.2062,-0.090078,0
1.2009,44.225,-3.0365,1.0106e+05,0.12915,293.16,0.18256,-0.08907,0
1.2011,44.078,-3.7726,1.0108e+05,0.12889,293.17,0.16049,-0.087812,0
1.2013,43.86,-4.5321,1.011e+05,0.12846,293.19,0.13998,-0.086331,0
1.2015,43.562,-5.309,1.0113e+05,0.12785,293.21,0.12097,-0.084648,0
1.2018,43.178,-6.097,1.0116e+05,0.12703,293.23,0.10339,-0.082774,0
1.2022,42.695,-6.8848,1.012e+05,0.12598,293.26,0.087156,-0.080702,0
1.2026,42.099,-7.6594,1.0125e+05,0.12465,293.29,0.072151,-0.0784,0
1.2031,41.374,-8.4042,1.013e+05,0.12297,293.33,0.058248,-0.07581,0
1.2036,40.496,-9.0958,1.0136e+05,0.12088,293.38,0.04532,-0.072844,0
1.2042,39.442,-9.703,1.0143e+05,0.11829,293.44,0.03325,-0.069387,0
1.2049,38.185,-10.183,1.0152e+05,0.11508,293.5,0.021954,-0.065309,0
1.2057,36.704,-10.479,1.0161e+05,0.11114,293.58,0.011394,-0.060469,0
1.2066,34.987,-10.51,1.0171e+05,0.10636,293.67,0.001595,-0.05473,0
1.2076,33.05,-10.172,1.0183e+05,0.10066,293.76,-0.00734,-0.047976,0
1.2086,30.964,-9.334,1.0195e+05,0.094133,293.87,-0.015231,-0.040131,0
1.2096,28.897,-7.8682,1.0207e+05,0.087175,293.97,-0.021821,-0.031204,0
1.2104,27.148,-5.7137,1.0217e+05,0.080781,294.06,-0.026801,-0.021325,0
1.2108,26.102,-2.9891,1.0223e+05,0.07654,294.11,-0.029859,-0.01079,0
1.2109,25.804,-6.0499e-05,1.0224e+05,0.075186,294.12,-0.030867,-0,0
1.2108,26.102,2.989,1.0223e+05,0.07654,294.11,-0.029859,0.01079,0
1.2104,27.148,5.7136,1.0217e+05,0.080781,294.06,-0.026801,0.021325,0
1.2096,28.897,7.8681,1.0207e+05,0.087175,293.98,-0.021821,0.031204,0
1.2086,30.964,9.334,1.0195e+05,0.094132,293.87,-0.015231,0.040131,0
1.2076,33.05,10.172,1.0183e+05,0.10066,293.77,-0.00734,0.047976,0
1.2066,34.987,10.51,1.0171e+05,0.10636,293.67,0.001595,0.05473,0
1.2057,36.704,10.479,1.0161e+05,0.11114,293.58,0.011394,0.060469,0
1.2049,38.185,10.183,1.0152e+05,0.11508,293.5,0.021954,0.065309,0
1.2042,39.442,9.703,1.0143e+05,0.11829,293.44,0.03325,0.069387,0
1.2036,40.496,9.0957,1.0136e+05,0.12088,293.38,0.04532,0.072844,0
1.2031,41.374,8.4042,1.013e+05,0.12297,293.33,0.058248,0.07581,0
1.2026,42.099,7.6593,1.0125e+05,0.12465,293.29,0.072151,0.0784,0
1.2022,42.695,6.8848,1.012e+05,0.12598,293.26,0.087156,0.080702,0
1.2018,43.178,6.097,1.0116e+05,0.12703,293.23,0.10339,0.082774,0
1.2015,43.562,5.309,1.0113e+05,0.12785,293.21,0.12097,0.084648,0
1.2013,43.86,4.5321,1.011e+05,0.12846,293.19,0.13998,0.086331,0
1.2011,44.078,3.7726,1.0108e+05,0.12889,293.17,0.16049,0.087812,0
1.2009,44.225,3.0365,1.0106e+05,0.12915,293.16,0.18256,0.08907,0
1.2008,44.305,2.3298,1.0105e+05,0.12926,293.15,0.2062,0.090078,0
1.2007,44.327,1.6567,1.0104e+05,0.12924,293.15,0.23141,0.090807,0
1.2006,44.294,1.0197,1.0103e+05,0.12909,293.14,0.25816,0.091232,0
1.2006,44.213,0.42124,1.0103e+05,0.12882,293.14,0.28639,0.09133,0
1.2006,44.089,-0.13564,1.0103e+05,0.12846,293.15,0.31601,0.091087,0
1.2006,43.929,-0.64942,1.0103e+05,0.128,293.15,0.34689,0.090495,0
1.2006,43.737,-1.1198,1.0103e+05,0.12747,293.16,0.37889,0.089556,0
1.2006,43.519,-1.5471,1.0104e+05,0.12687,293.17,0.41182,0.088281,0
1.2007,43.28,-1.9318,1.0105e+05,0.12622,293.18,0.44548,0.086688,0
1.2008,43.026,-2.276,1.0106e+05,0.12552,293.19,0.47964,0.084805,0
1.2009,42.761,-2.582,1.0107e+05,0.1248,293.2,0.51407,0.082667,0
1.201,42.487,-2.8525,1.0108e+05,0.12405,293.21,0.54851,0.080312,0
1.2011,42.208,-3.0912,1.0109e+05,0.12329,293.22,0.58272,0.077784,0
1.2012,41.926,-3.3006,1.0111e+05,0.12251,293.23,0.61645,0.075128,0
1.2013,41.642,-3.4845,1.0112e+05,0.12173,293.24,0.64948,0.072388,0
1.2014,41.356,-3.646,1.0113e+05,0.12094,293.25,0.6816,0.069608,0
1.2015,41.071,-3.786,1.0114e+05,0.12014,293.26,0.71262,0.066831,0
1.2016,40.784,-3.9074,1.0116e+05,0.11934,293.27,0.74239,0.064096,0
1.2017,40.497,-4.0126,1.0117e+05,0.11854,293.28,0.77076,0.06144,0
1.2018,40.21,-4.1012,1.0118e+05,0.11773,293.29,0.79765,0.058896,0
1.202,39.921,-4.1733,1.0119e+05,0.11691,293.3,0.82298,0.056493,0
1.2021,39.632,-4.2302,1.0121e+05,0.11609,293.3,0.84672,0.054256,0
1.2022,39.343,-4.2698,1.0122e+05,0.11527,293.31,0.86886,0.052203,0
1.2023,39.051,-4.2896,1.0123e+05,0.11443,293.31,0.88941,0.050333,0
1.2024,38.755,-4.2885,1.0124e+05,0.11357,293.32,0.90845,0.048614,0
1.2025,38.451,-4.2591,1.0125e+05,0.11268,293.33,0.92611,0.046958,0
1.2026,38.129,-4.1931,1.0126e+05,0.11172,293.34,0.94259,0.045185,0
1.2027,37.778,-4.0764,1.0127e+05,0.11067,293.35,0.9582,0.04299,0
1.2027,37.379,-3.8776,1.0128e+05,0.10945,293.37,0.97325,0.039902,0
1.2026,36.917,-3.5275,1.013e+05,0.108,293.42,0.98805,0.035199,0
1.2023,36.437,-2.8724,1.0131e+05,0.10642,293.56,1.0024,0.027627,0
1.2001,36.096,-1.5996,1.0134e+05,0.10511,294.17,1.0164,0.015488,0
1.1982,35.987,3.7998e-05,1.0135e+05,0.1046,294.67,1.0172,0,0
1.1982,35.987,0.75658,1.0135e+05,0.1046,294.67,1.0164,-0.015488,0
1.2024,36.414,2.1988,1.0134e+05,0.1062,293.61,1.0204,-0.017575,0
1.2027,36.613,2.6136,1.0133e+05,0.10688,293.51,1.0067,-0.032179,0
1.203,37.036,3.2648,1.0131e+05,0.10828,293.38,0.99168,-0.04166,0
1.203,37.46,3.6399,1.0129e+05,0.10962,293.33,0.976,-0.047756,0
1.203,37.837,3.8649,1.0128e+05,0.11078,293.3,0.96011,-0.051766,0
1.2029,38.173,4.0053,1.0127e+05,0.1118,293.29,0.94385,-0.054487,0
1.2028,38.482,4.0918,1.0126e+05,0.11272,293.28,0.92693,-0.056475,0
1.2027,38.775,4.1389,1.0125e+05,0.11359,293.27,0.90903,-0.058119,0
1.2026,39.059,4.1553,1.0123e+05,0.11442,293.26,0.88989,-0.059684,0
1.2025,39.341,4.1483,1.0122e+05,0.11523,293.25,0.86932,-0.061334,0
1.2024,39.623,4.1196,1.0121e+05,0.11604,293.25,0.8472,-0.063151,0
1.2022,39.907,4.072,1.012e+05,0.11685,293.24,0.82349,-0.065163,0
1.2021,40.192,4.0079,1.0119e+05,0.11766,293.23,0.79818,-0.067366,0
1.202,40.479,3.9262,1.0118e+05,0.11847,293.23,0.7713,-0.069738,0
1.2019,40.768,3.8272,1.0116e+05,0.11928,293.22,0.74294,-0.072248,0
1.2018,41.057,3.7109,1.0115e+05,0.12009,293.21,0.71318,-0.074861,0
1.2017,41.346,3.5753,1.0114e+05,0.1209,293.2,0.68216,-0.077538,0
1.2016,41.635,3.4175,1.0112e+05,0.1217,293.19,0.65004,-0.080238,0
1.2014,41.922,3.2368,1.0111e+05,0.1225,293.18,0.617,-0.082916,0
1.2013,42.207,3.03,1.011e+05,0.12328,293.16,0.58325,-0.085528,0
1.2012,42.488,2.7937,1.0109e+05,0.12405,293.15,0.54903,-0.088028,0
1.2011,42.762,2.5253,1.0107e+05,0.1248,293.14,0.51457,-0.090371,0
1.2011,43.027,2.2215,1.0106e+05,0.12553,293.13,0.48012,-0.092513,0
1.201,43.279,1.8798,1.0105e+05,0.12622,293.12,0.44593,-0.094415,0
1.2009,43.514,1.4981,1.0105e+05,0.12686,293.11,0.41224,-0.096043,0
1.2009,43.727,1.0747,1.0104e+05,0.12745,293.11,0.37927,-0.09737,0
1.2009,43.914,0.6092,1.0104e+05,0.12797,293.1,0.34722,-0.098377,0
1.2009,44.068,0.10183,1.0103e+05,0.1284,293.1,0.31628,-0.099055,0
1.2009,44.184,-0.44667,1.0103e+05,0.12875,293.1,0.28661,-0.099403,0
1.2009,44.257,-1.0342,1.0104e+05,0.12899,293.1,0.25831,-0.099429,0
1.201,44.281,-1.6573,1.0105e+05,0.12912,293.1,0.23148,-0.09915,0
1.2011,44.252,-2.3126,1.0106e+05,0.12912,293.11,0.20619,-0.098587,0
1.2012,44.164,-2.9965,1.0107e+05,0.12898,293.11,0.18245,-0.097766,0
1.2014,44.012,-3.7034,1.0109e+05,0.12869,293.13,0.16028,-0.096715,0
1.2016,43.791,-4.4262,1.0111e+05,0.12824,293.14,0.13963,-0.095452,0
1.2019,43.493,-5.157,1.0114e+05,0.12761,293.16,0.12046,-0.09399,0
1.2022,43.111,-5.8874,1.0118e+05,0.12677,293.19,0.10268,-0.092318,0
1.2025,42.635,-6.6045,1.0121e+05,0.12569,293.22,0.086166,-0.090402,0
1.2029,42.052,-7.2939,1.0126e+05,0.12433,293.25,0.070796,-0.088179,0
1.2034,41.346,-7.9387,1.0131e+05,0.12264,293.29,0.056428,-0.085557,0
1.2039,40.5,-8.5162,1.0137e+05,0.12055,293.33,0.042934,-0.082418,0
1.2044,39.496,-8.998,1.0143e+05,0.11798,293.38,0.03021,-0.078629,0
1.2051,38.318,-9.3468,1.0151e+05,0.11486,293.44,0.0182,-0.074046,0
1.2058,36.954,-9.5131,1.0159e+05,0.11112,293.51,0.006904,-0.068529,0
1.2065,35.404,-9.4317,1.0168e+05,0.10668,293.59,-0.003609,-0.061947,0
1.2074,33.693,-9.0189,1.0178e+05,0.10155,293.67,-0.013199,-0.0542,0
1.2082,31.891,-8.1772,1.0188e+05,0.095844,293.76,-0.021648,-0.045239,0
1.209,30.145,-6.8163,1.0198e+05,0.089974,293.84,-0.028675,-0.035103,0
1.2097,28.697,-4.905,1.0206e+05,0.084769,293.91,-0.03396,-0.023954,0
1.2101,27.843,-2.552,1.021e+05,0.081433,293.95,-0.037197,-0.012115,0
1.2101,27.602,-5.576e-05,1.0211e+05,0.080397,293.96,-0.038264,-0,0
1.2101,27.843,2.5519,1.021e+05,0.081433,293.95,-0.037197,0.012115,0
1.2097,28.696,4.9049,1.0206e+05,0.084769,293.91,-0.03396,0.023954,0
1.209,30.145,6.8162,1.0198e+05,0.089974,293.84,-0.028675,0.035103,0
1.2082,31.891,8.1772,1.0188e+05,0.095844,293.76,-0.021648,0.045239,0
1.2074,33.693,9.0188,1.0178e+05,0.10155,293.67,-0.013199,0.0542,0
1.2065,35.404,9.4316,1.0168e+05,0.10668,293.59,-0.003609,0.061947,0
1.2057,36.954,9.5131,1.0159e+05,0.11112,293.51,0.006904,0.068529,0
1.2051,38.318,9.3468,1.0151e+05,0.11486,293.44,0.0182,0.074046,0
1.2044,39.496,8.998,1.0143e+05,0.11798,293.39,0.03021,0.078629,0
1.2039,40.5,8.5162,1.0137e+05,0.12055,293.33,0.042934,0.082418,0
1.2034,41.346,7.9387,1.0131e+05,0.12264,293.29,0.056428,0.085557,0
1.2029,42.052,7.2939,1.0126e+05,0.12433,293.25,0.070796,0.088179,0
1.2025,42.635,6.6044,1.0121e+05,0.12569,293.22,0.086166,0.090402,0
1.2022,43.111,5.8874,1.0118e+05,0.12677,293.19,0.10268,0.092318,0
1.2019,43.493,5.157,1.0114e+05,0.1276,293.16,0.12046,0.09399,0
1.2016,43.791,4.4262,1.0111e+05,0.12824,293.14,0.13963,0.095452,0
1.2014,44.012,3.7034,1.0109e+05,0.12869,293.13,0.16028,0.096715,0
1.2012,44.164,2.9965,1.0107e+05,0.12898,293.12,0.18245,0.097766,0
1.2011,44.252,2.3126,1.0106e+05,0.12912,293.11,0.20619,0.098587,0
1.201,44.281,1.6573,1.0105e+05,0.12912,293.1,0.23148,0.09915,0
1.2009,44.257,1.0342,1.0104e+05,0.12899,293.1,0.25831,0.099429,0
1.2009,44.184,0.44667,1.0103e+05,0.12875,293.1,0.28661,0.099403,0
1.2009,44.068,-0.10183,1.0103e+05,0.1284,293.1,0.31628,0.099055,0
1.2009,43.914,-0.60921,1.0104e+05,0.12797,293.1,0.34722,0.098377,0
1.2009,43.727,-1.0747,1.0104e+05,0.12745,293.11,0.37927,0.09737,0
1.2009,43.514,-1.4981,1.0105e+05,0.12686,293.11,0.41224,0.096043,0
1.201,43.279,-1.8798,1.0105e+05,0.12622,293.12,0.44593,0.094415,0
1.2011,43.027,-2.2215,1.0106e+05,0.12553,293.13,0.48012,0.092513,0
1.2011,42.762,-2.5253,1.0107e+05,0.1248,293.14,0.51457,0.090371,0
1.2012,42.488,-2.7937,1.0109e+05,0.12405,293.15,0.54903,0.088028,0
1.2013,42.207,-3.03,1.011e+05,0.12328,293.17,0.58325,0.085528,0
1.2014,41.922,-3.2368,1.0111e+05,0.1225,293.18,0.617,0.082916,0
1.2016,41.635,-3.4175,1.0112e+05,0.1217,293.19,0.65004,0.080238,0
1.2017,41.346,-3.5753,1.0114e+05,0.1209,293.2,0.68216,0.077538,0
1.2018,41.057,-3.7109,1.0115e+05,0.12009,293.21,0.71318,0.074861,0
1.2019,40.768,-3.8272,1.0116e+05,0.11928,293.22,0.74294,0.072248,0
1.202,40.479,-3.9262,1.0118e+05,0.11847,293.23,0.7713,0.069738,0
1.2021,40.192,-4.0079,1.0119e+05,0.11766,293.24,0.79818,0.067366,0
1.2022,39.907,-4.072,1.012e+05,0.11685,293.24,0.82349,0.065163,0
1.2024,39.623,-4.1196,1.0121e+05,0.11604,293.25,0.8472,0.063151,0
1.2025,39.341,-4.1483,1.0122e+05,0.11523,293.26,0.86932,0.061334,0
1.2026,39.059,-4.1553,1.0123e+05,0.11442,293.26,0.88989,0.059684,0
1.2027,38.775,-4.1389,1.0125e+05,0.11359,293.27,0.90903,0.058119,0
1.2028,38.482,-4.0918,1.0126e+05,0.11272,293.28,0.92693,0.056475,0
1.2029,38.173,-4.0053,1.0127e+05,0.1118,293.29,0.94385,0.054487,0
1.203,37.837,-3.8649,1.0128e+05,0.11078,293.3,0.96011,0.051766,0
1.203,37.46,-3.6398,1.0129e+05,0.10962,293.33,0.976,0.047756,0
1.203,37.036,-3.2648,1.0131e+05,0.10828,293.38,0.99168,0.04166,0
1.2027,36.613,-2.6135,1.0133e+05,0.10688,293.51,1.0067,0.032179,0
1.2007,36.389,-1.441,1.0136e+05,0.10596,294.08,1.0204,0.017575,0
1.1989,36.364,3.3751e-05,1.0137e+05,0.10571,294.56,1.0216,0,0
1.1989,36.364,0.68325,1.0137e+05,0.10571,294.56,1.0204,-0.017575,0
1.2028,36.62,1.952,1.0135e+05,0.10677,293.56,1.0254,-0.019754,0
1.203,36.786,2.3508,1.0134e+05,0.10734,293.47,1.0121,-0.036982,0
1.2032,37.149,2.9945,1.0132e+05,0.10855,293.35,0.99639,-0.048689,0
1.2032,37.535,3.3897,1.013e+05,0.10977,293.3,0.97976,-0.056513,0
1.2032,37.89,3.6373,1.0129e+05,0.11088,293.27,0.96288,-0.061761,0
1.2031,38.212,3.7984,1.0128e+05,0.11186,293.25,0.94575,-0.065294,0
1.203,38.509,3.9035,1.0126e+05,0.11275,293.24,0.92815,-0.067727,0
1.2029,38.791,3.9675,1.0125e+05,0.11359,293.23,0.90982,-0.069519,0
1.2028,39.064,3.9992,1.0124e+05,0.11439,293.22,0.89045,-0.071014,0
1.2027,39.335,4.0052,1.0123e+05,0.11518,293.22,0.86979,-0.072456,0
1.2026,39.606,3.9879,1.0122e+05,0.11596,293.21,0.84767,-0.073999,0
1.2025,39.88,3.9504,1.0121e+05,0.11675,293.2,0.82399,-0.075724,0
1.2024,40.159,3.8948,1.0119e+05,0.11754,293.19,0.79871,-0.077658,0
1.2022,40.442,3.8206,1.0118e+05,0.11834,293.19,0.77188,-0.079792,0
1.2021,40.728,3.7282,1.0117e+05,0.11915,293.18,0.74354,-0.082098,0
1.202,41.017,3.6177,1.0116e+05,0.11996,293.17,0.7138,-0.08454,0
1.2019,41.307,3.487,1.0114e+05,0.12077,293.16,0.68279,-0.087077,0
1.2018,41.597,3.3338,1.0113e+05,0.12158,293.15,0.65067,-0.089664,0
1.2017,41.886,3.157,1.0112e+05,0.12238,293.14,0.61763,-0.092256,0
1.2016,42.172,2.9536,1.011e+05,0.12317,293.13,0.58388,-0.094806,0
1.2015,42.454,2.7205,1.0109e+05,0.12395,293.11,0.54965,-0.097267,0
1.2014,42.728,2.4552,1.0108e+05,0.1247,293.1,0.51517,-0.099592,0
1.2013,42.992,2.1546,1.0107e+05,0.12542,293.09,0.4807,-0.10174,0
1.2012,43.241,1.8165,1.0106e+05,0.12611,293.08,0.44648,-0.10367,0
1.2012,43.472,1.4392,1.0105e+05,0.12674,293.08,0.41275,-0.10534,0
1.2011,43.68,1.0211,1.0105e+05,0.12731,293.07,0.37974,-0.10674,0
1.2011,43.86,0.56238,1.0104e+05,0.12782,293.07,0.34765,-0.10784,0
1.2011,44.007,0.063569,1.0104e+05,0.12823,293.06,0.31666,-0.10863,0
1.2011,44.115,-0.47396,1.0105e+05,0.12856,293.06,0.28692,-0.10912,0
1.2012,44.179,-1.0475,1.0105e+05,0.12877,293.06,0.25855,-0.10932,0
1.2013,44.195,-1.6528,1.0106e+05,0.12887,293.07,0.23165,-0.10924,0
1.2014,44.159,-2.2858,1.0107e+05,0.12885,293.07,0.20627,-0.1089,0
1.2015,44.065,-2.9414,1.0109e+05,0.12869,293.08,0.18244,-0.10833,0
1.2017,43.909,-3.6128,1.011e+05,0.12838,293.1,0.16015,-0.10755,0
1.2019,43.686,-4.2914,1.0113e+05,0.1279,293.11,0.13935,-0.10656,0
1.2022,43.389,-4.9679,1.0116e+05,0.12725,293.13,0.11997,-0.10535,0
