TITLE = "vncfd field: iter= 167000, time= 1.619488"
VARIABLES = "X", "Y", "rho", "u", "v", "p", "Mach", "T"
ZONE T="1", I= 156, J= 50
0.004677 0.876167 0.208939 -2.696307 310.167247 27032.353021 0.728813 450.715444
0.004991 0.625018 0.227955 -1.550053 233.571270 30823.167998 0.536847 471.049180
0.005017 0.375000 0.244927 -1.858560 174.572542 34353.979528 0.393973 488.628158
0.005018 0.125000 0.259892 -2.599681 107.885455 38028.011254 0.238435 509.740104
0.005018 -0.125000 0.269267 -4.575054 7.411067 43332.016148 0.018349 560.613905
0.005017 -0.375000 0.266906 -2.839815 -93.811200 38800.472668 0.208042 506.426916
0.004991 -0.625018 0.251078 -2.434917 -169.395739 35283.655415 0.381945 489.556715
0.004677 -0.876167 0.230885 -3.714866 -263.956699 31024.599915 0.608634 468.110704
-0.108844 -1.084400 0.107054 -206.587121 -184.865347 13204.721323 0.667121 429.699098
-0.334572 -1.247775 0.130456 -72.328995 -57.960026 18134.098565 0.210106 484.250429
-0.559570 -1.410300 0.145546 4.271653 -0.176482 19865.312811 0.009780 475.481074
-0.784570 -1.572800 0.162477 50.484000 34.374279 20327.650451 0.145934 435.846330
-1.009560 -1.735300 0.166543 80.568048 56.847751 20377.673383 0.238243 426.251887
-1.234550 -1.897800 0.166940 100.526726 71.736096 20284.301376 0.299430 423.289744
-1.459550 -2.060300 0.166601 113.625650 81.514161 20172.706498 0.339645 421.817571
-1.684550 -2.222800 0.166390 121.592311 87.505392 20115.729896 0.364134 421.159571
-1.909550 -2.385300 0.166671 125.192863 90.308193 20155.443758 0.375164 421.279595
-2.134550 -2.547800 0.167552 124.854935 90.243318 20302.468794 0.374032 422.121367
-2.359550 -2.710300 0.168994 121.043429 87.647429 20546.973391 0.362224 423.559741
-2.584550 -2.872800 0.170851 114.366876 82.957466 20862.197823 0.341715 425.383495
-2.809550 -3.035300 0.172905 105.538939 76.683282 21210.006843 0.314799 427.337847
-3.034550 -3.197800 0.174968 95.264528 69.334493 21557.267292 0.283696 429.213309
-3.259550 -3.360300 0.176895 84.146865 61.349815 21879.024551 0.250256 430.874209
-3.484550 -3.522800 0.178613 72.623809 53.052719 22162.803451 0.215786 432.264660
-3.709550 -3.685300 0.180090 60.968887 44.647536 22403.950297 0.181075 433.384229
-3.934550 -3.847800 0.181313 49.352266 36.260701 22600.288753 0.146601 434.233320
-4.159550 -4.010300 0.182293 37.855536 27.956226 22754.554207 0.112573 434.846962
-4.384550 -4.172800 0.183066 26.455529 19.723689 22872.888001 0.078900 435.262660
-4.609550 -4.335300 0.183666 15.031616 11.481176 22961.024433 0.045212 435.512469
-4.834550 -4.497800 0.184114 3.430972 3.117935 23018.428722 0.011081 435.538912
-5.059550 -4.660300 0.184276 -8.345629 -5.380841 23029.349379 0.023740 435.362474
-5.284550 -4.822800 0.184104 -20.123309 -13.894550 22987.667702 0.058489 434.980499
-5.509550 -4.985300 0.183629 -31.633910 -22.234433 22891.218540 0.092556 434.275914
-5.734550 -5.147800 0.182850 -42.479388 -30.121625 22739.932706 0.124801 433.243755
-5.959550 -5.310300 0.181938 -52.369255 -37.322560 22565.838629 0.154325 432.081988
-6.184550 -5.472800 0.180993 -61.331722 -43.845219 22387.688726 0.181171 430.909017
-6.409550 -5.635300 0.180050 -69.532859 -49.807253 22211.430293 0.205811 429.755557
-6.634550 -5.797800 0.179149 -77.232745 -55.388100 22044.156330 0.228985 428.664180
-6.859550 -5.960300 0.178247 -84.760681 -60.829522 21877.996737 0.251681 427.585949
-7.084550 -6.122800 0.177332 -92.467030 -66.377891 21711.017702 0.274934 426.511917
-7.309550 -6.285300 0.176319 -100.788471 -72.350234 21528.673530 0.300080 425.359619
-7.534550 -6.447800 0.175093 -110.162542 -79.064169 21312.273452 0.328481 424.032454
-7.759550 -6.610300 0.173478 -121.002046 -86.825550 21033.360562 0.361482 422.379042
-7.984550 -6.772800 0.171218 -133.537020 -95.823044 20651.041650 0.399978 420.175421
-8.209550 -6.935300 0.167789 -146.904908 -105.560979 20079.042982 0.441958 416.886301
-8.434550 -7.097800 0.161418 -153.178801 -111.048583 19083.981626 0.465042 411.865229
-8.659575 -7.260300 0.138868 -107.222616 -83.431273 16798.355791 0.330134 421.407922
-8.885275 -7.423050 0.086595 154.812407 64.299512 9770.225277 0.421787 393.051865
-9.124225 -7.504775 0.187817 315.704090 0.758000 19834.026308 0.821069 367.886699
-9.375000 -7.505000 0.175516 331.483191 -0.249769 18015.312370 0.874450 357.571738
-9.625000 -7.505000 0.159501 370.971569 0.085311 15758.003649 0.997488 344.172279
-9.875000 -7.505000 0.142037 411.530825 0.755308 13413.984755 1.131777 328.998879
-10.125000 -7.505000 0.125769 442.090923 0.863387 11365.755320 1.242900 314.820349
-10.375000 -7.505000 0.112864 465.344145 -0.345056 9813.524816 1.333753 302.905869
-10.625000 -7.504975 0.104981 483.469974 -18.978468 8783.512743 1.413712 291.471188
-10.876500 -7.504600 0.157986 384.288124 -244.656151 13588.305469 1.312826 299.629658
-11.059750 -7.365950 2.046228 126.131047 -303.185558 238018.013680 0.813727 405.222829
-11.170250 -7.089700 2.223165 99.073786 -253.892292 258253.105832 0.675812 404.680201
-11.275750 -6.813025 2.298982 87.901611 -233.455154 269957.555625 0.615246 409.070364
-11.377000 -6.534750 2.359088 77.447146 -217.278521 279888.110454 0.565984 413.312376
-11.474000 -6.254925 2.406426 69.267618 -203.598181 287742.552731 0.525626 416.552439
