"rho","u","v","p","Mach","T","Points:0","Points:1","Points:2"
1.2131,664.16,21.036,1.0373e+05,1.9206,297.87,7.4,2.3546,0
1.2024,666.39,17.509,1.0245e+05,1.9302,296.81,7.5,2.3546,0
1.1932,668.42,13.965,1.0134e+05,1.9389,295.87,7.6,2.3546,0
1.1856,670.24,10.374,1.0043e+05,1.9466,295.08,7.7,2.3546,0
1.1796,671.85,6.7109,99707,1.9532,294.44,7.8,2.3546,0
1.1754,673.23,2.9498,99186,1.9588,293.96,7.9,2.3546,0
1.1729,674.37,-0.93002,98873,1.9631,293.66,8,2.3546,0
1.1721,675.28,-4.9389,98773,1.9662,293.54,8.1,2.3546,0
1.1731,675.95,-9.0719,98882,1.968,293.62,8.2,2.3546,0
1.1757,676.39,-13.309,99192,1.9686,293.89,8.3,2.3546,0
1.1798,676.63,-17.616,99687,1.9681,294.34,8.4,2.3546,0
1.1851,676.67,-21.946,1.0035e+05,1.9665,294.95,8.5,2.3546,0
1.1916,676.55,-26.239,1.0115e+05,1.9642,295.69,8.6,2.3546,0
1.1989,676.3,-30.434,1.0206e+05,1.9611,296.55,8.7,2.3546,0
1.2068,675.94,-34.466,1.0306e+05,1.9576,297.48,8.8,2.3546,0
1.2151,675.51,-38.275,1.0411e+05,1.9537,298.47,8.9,2.3546,0
1.2236,675.02,-41.808,1.052e+05,1.9496,299.48,9,2.3546,0
1.2322,674.5,-45.022,1.0629e+05,1.9454,300.49,9.1,2.3546,0
1.2407,673.97,-47.886,1.0737e+05,1.9412,301.48,9.2,2.3546,0
1.2489,673.44,-50.379,1.0843e+05,1.9371,302.44,9.3,2.3546,0
1.2569,672.92,-52.493,1.0945e+05,1.9332,303.35,9.4,2.3546,0
1.2645,672.41,-54.228,1.1042e+05,1.9294,304.21,9.5,2.3546,0
1.2717,671.94,-55.595,1.1134e+05,1.9259,305,9.6,2.3546,0
1.2785,671.5,-56.611,1.122e+05,1.9225,305.73,9.7,2.3546,0
1.2848,671.1,-57.292,1.13e+05,1.9195,306.4,9.8,2.3546,0
1.2906,670.74,-57.641,1.1373e+05,1.9167,306.98,9.9,2.3546,0
1.2934,670.58,-57.731,1.1408e+05,1.9154,307.25,10,2.3546,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1,2.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.1,2.2,0
1.2041,660,2.5e-07,1.0132e+05,1.9229,293.15,1.2,2.2,0
1.2041,660,7.5e-07,1.0132e+05,1.9229,293.15,1.3,2.2,0
1.2041,660,1.75e-06,1.0132e+05,1.9229,293.15,1.4,2.2,0
1.2041,660,4.5e-06,1.0132e+05,1.9229,293.15,1.5,2.2,0
1.2041,660,1.025e-05,1.0133e+05,1.9229,293.15,1.6,2.2,0
1.2041,660,2.225e-05,1.0133e+05,1.9229,293.15,1.7,2.2,0
1.2041,660,4.825e-05,1.0133e+05,1.9229,293.15,1.8,2.2,0
1.2041,660,0.00010025,1.0133e+05,1.9229,293.15,1.9,2.2,0
1.2041,660,0.00018775,1.0133e+05,1.9229,293.15,2,2.2,0
1.2041,660,0.000342,1.0133e+05,1.9229,293.15,2.1,2.2121,0
1.2041,660,0.000639,1.0133e+05,1.9229,293.15,2.2,2.2241,0
1.2041,660,0.0012203,1.0133e+05,1.9229,293.15,2.3,2.2362,0
1.2041,660,0.0023682,1.0133e+05,1.9229,293.15,2.4,2.2482,0
1.2041,660,0.0046432,1.0133e+05,1.9229,293.15,2.5,2.2603,0
1.2041,659.99,0.0091375,1.0133e+05,1.9228,293.16,2.6,2.2723,0
1.2042,659.98,0.01795,1.0134e+05,1.9228,293.17,2.7,2.2844,0
1.2043,659.97,0.035057,1.0135e+05,1.9227,293.19,2.8,2.2965,0
1.2044,659.94,0.067858,1.0137e+05,1.9225,293.22,2.9,2.3085,0
1.2046,659.88,0.12992,1.0141e+05,1.9221,293.28,3,2.3206,0
1.2051,659.78,0.24573,1.0149e+05,1.9215,293.38,3.1,2.3326,0
1.206,659.59,0.45884,1.0163e+05,1.9203,293.58,3.2,2.3447,0
1.2076,659.26,0.8455,1.0189e+05,1.9182,293.91,3.3,2.3568,0
1.2105,658.67,1.5369,1.0233e+05,1.9146,294.5,3.4,2.3688,0
1.2156,657.65,2.754,1.0311e+05,1.9085,295.48,3.5,2.3809,0
1.2245,655.91,4.8571,1.0443e+05,1.8983,297.09,3.6,2.3929,0
1.2398,652.99,8.4014,1.0665e+05,1.882,299.65,3.7,2.405,0
1.2651,648.24,14.159,1.1026e+05,1.8566,303.56,3.8,2.417,0
1.3056,640.72,23.014,1.1599e+05,1.8186,309.38,3.9,2.4291,0
1.3728,628.55,36.94,1.2521e+05,1.7634,317.51,4,2.4412,0
1.4675,611.74,55.286,1.3789e+05,1.6952,327.05,4.1,2.4412,0
1.5747,593.17,74.289,1.5218e+05,1.6268,336.39,4.2,2.4412,0
1.6781,575.83,91.17,1.6594e+05,1.5679,344.3,4.3,2.4412,0
1.7635,562.14,104.29,1.7725e+05,1.5247,350.06,4.4,2.4412,0
1.8233,553.09,113.34,1.8507e+05,1.4979,353.57,4.5,2.4412,0
1.8575,548.41,118.85,1.8938e+05,1.4854,355.15,4.6,2.4412,0
1.8704,547.23,121.61,1.9075e+05,1.4836,355.29,4.7,2.4412,0
1.8672,548.58,122.36,1.8996e+05,1.4893,354.41,4.8,2.4412,0
1.8529,551.64,121.67,1.8767e+05,1.5002,352.83,4.9,2.4412,0
1.8311,555.83,119.94,1.844e+05,1.5144,350.81,5,2.4412,0
1.8045,560.72,117.45,1.8053e+05,1.5308,348.51,5.1,2.4412,0
1.7749,566.02,114.42,1.763e+05,1.5486,346.02,5.2,2.4412,0
1.7436,571.56,110.97,1.719e+05,1.5673,343.43,5.3,2.4412,0
1.7115,577.2,107.21,1.6744e+05,1.5864,340.79,5.4,2.4412,0
1.6791,582.84,103.22,1.6299e+05,1.6058,338.13,5.5,2.4412,0
1.6469,588.43,99.056,1.5861e+05,1.6252,335.49,5.6,2.4412,0
1.6152,593.92,94.776,1.5434e+05,1.6445,332.87,5.7,2.4412,0
1.5842,599.29,90.415,1.5021e+05,1.6635,330.3,5.8,2.4412,0
1.554,604.5,86.006,1.4622e+05,1.6824,327.79,5.9,2.4412,0
1.5247,609.55,81.578,1.424e+05,1.7009,325.33,6,2.4412,0
1.4964,614.43,77.153,1.3873e+05,1.719,322.95,6.1,2.4412,0
1.4692,619.14,72.75,1.3524e+05,1.7367,320.64,6.2,2.4412,0
1.4432,623.66,68.386,1.3191e+05,1.754,318.4,6.3,2.4412,0
1.4182,628,64.071,1.2875e+05,1.7708,316.25,6.4,2.4412,0
1.3944,632.16,59.817,1.2576e+05,1.7871,314.17,6.5,2.4412,0
1.3718,636.13,55.627,1.2293e+05,1.8029,312.18,6.6,2.4412,0
1.3503,639.93,51.504,1.2027e+05,1.8181,310.27,6.7,2.4412,0
1.3301,643.53,47.446,1.1778e+05,1.8328,308.46,6.8,2.4412,0
1.3111,646.96,43.449,1.1545e+05,1.8469,306.74,6.9,2.4412,0
1.2934,650.2,39.501,1.1329e+05,1.8603,305.11,7,2.4412,0
1.2771,653.24,35.588,1.113e+05,1.873,303.59,7.1,2.4412,0
1.2621,656.09,31.691,1.0949e+05,1.8849,302.18,7.2,2.4412,0
1.2487,658.74,27.787,1.0786e+05,1.8961,300.89,7.3,2.4412,0
1.2368,661.18,23.849,1.0642e+05,1.9063,299.73,7.4,2.4412,0
1.2265,663.4,19.848,1.0518e+05,1.9156,298.71,7.5,2.4412,0
1.218,665.4,15.756,1.0414e+05,1.9238,297.85,7.6,2.4412,0
1.2113,667.17,11.546,1.0332e+05,1.931,297.14,7.7,2.4412,0
1.2064,668.7,7.1955,1.0272e+05,1.937,296.61,7.8,2.4412,0
1.2034,669.98,2.6888,1.0235e+05,1.9418,296.26,7.9,2.4412,0
1.2023,671.02,-1.9781,1.022e+05,1.9452,296.11,8,2.4412,0
1.203,671.8,-6.7903,1.0228e+05,1.9474,296.18,8.1,2.4412,0
1.2053,672.36,-11.713,1.0257e+05,1.9484,296.43,8.2,2.4412,0
1.2091,672.71,-16.697,1.0304e+05,1.9483,296.87,8.3,2.4412,0
1.214,672.89,-21.677,1.0367e+05,1.9473,297.46,8.4,2.4412,0
1.22,672.92,-26.582,1.0443e+05,1.9455,298.17,8.5,2.4412,0
1.2266,672.84,-31.338,1.0528e+05,1.9433,298.98,8.6,2.4412,0
1.2336,672.69,-35.873,1.0619e+05,1.9407,299.84,8.7,2.4412,0
1.2408,672.49,-40.125,1.0712e+05,1.9379,300.73,8.8,2.4412,0
1.248,672.26,-44.039,1.0807e+05,1.9351,301.63,8.9,2.4412,0
1.2551,672.03,-47.575,1.0899e+05,1.9323,302.51,9,2.4412,0
1.2619,671.81,-50.707,1.0989e+05,1.9296,303.35,9.1,2.4412,0
1.2684,671.6,-53.417,1.1074e+05,1.9271,304.14,9.2,2.4412,0
1.2744,671.4,-55.703,1.1154e+05,1.9247,304.88,9.3,2.4412,0
1.2802,671.23,-57.57,1.1229e+05,1.9225,305.57,9.4,2.4412,0
1.2855,671.07,-59.032,1.1299e+05,1.9205,306.19,9.5,2.4412,0
1.2904,670.94,-60.109,1.1363e+05,1.9186,306.76,9.6,2.4412,0
1.295,670.82,-60.826,1.1422e+05,1.9168,307.26,9.7,2.4412,0
1.2992,670.72,-61.205,1.1475e+05,1.9153,307.7,9.8,2.4412,0
1.303,670.68,-61.256,1.1521e+05,1.9142,308.03,9.9,2.4412,0
1.3048,670.67,-61.198,1.1541e+05,1.9137,308.15,10,2.4412,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.1,2.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.2,2.3,0
1.2041,660,5e-07,1.0132e+05,1.9229,293.15,1.3,2.3,0
1.2041,660,1.25e-06,1.0132e+05,1.9229,293.15,1.4,2.3,0
1.2041,660,2.75e-06,1.0132e+05,1.9229,293.15,1.5,2.3,0
1.2041,660,6.5e-06,1.0133e+05,1.9229,293.15,1.6,2.3,0
1.2041,660,1.375e-05,1.0133e+05,1.9229,293.15,1.7,2.3,0
1.2041,660,2.925e-05,1.0133e+05,1.9229,293.15,1.8,2.3,0
1.2041,660,6.05e-05,1.0133e+05,1.9229,293.15,1.9,2.3,0
1.2041,660,0.00011325,1.0133e+05,1.9229,293.15,2,2.3,0
1.2041,660,0.00020625,1.0133e+05,1.9229,293.15,2.1,2.3114,0
1.2041,660,0.00038475,1.0133e+05,1.9229,293.15,2.2,2.3228,0
1.2041,660,0.000733,1.0133e+05,1.9229,293.15,2.3,2.3342,0
1.2041,660,0.001418,1.0133e+05,1.9229,293.15,2.4,2.3456,0
1.2041,660,0.0027725,1.0133e+05,1.9229,293.15,2.5,2.3569,0
1.2041,659.99,0.0054467,1.0133e+05,1.9229,293.16,2.6,2.3683,0
1.2042,659.99,0.010694,1.0133e+05,1.9228,293.16,2.7,2.3797,0
1.2042,659.98,0.020898,1.0134e+05,1.9228,293.17,2.8,2.3911,0
1.2043,659.96,0.040517,1.0135e+05,1.9226,293.19,2.9,2.4025,0
1.2044,659.93,0.077771,1.0138e+05,1.9224,293.23,3,2.4139,0
1.2047,659.87,0.14758,1.0143e+05,1.922,293.29,3.1,2.4253,0
1.2053,659.76,0.27665,1.0151e+05,1.9213,293.41,3.2,2.4367,0
1.2062,659.55,0.51204,1.0167e+05,1.9201,293.62,3.3,2.448,0
1.208,659.19,0.93545,1.0194e+05,1.9178,293.98,3.4,2.4594,0
1.2111,658.56,1.6863,1.0242e+05,1.914,294.6,3.5,2.4708,0
1.2166,657.47,2.9968,1.0325e+05,1.9074,295.65,3.6,2.4822,0
1.2262,655.62,5.2416,1.0467e+05,1.8966,297.37,3.7,2.4936,0
1.2423,652.51,8.9922,1.0704e+05,1.8791,300.13,3.8,2.505,0
1.2691,647.38,15.049,1.1097e+05,1.8512,304.54,3.9,2.5164,0
1.3167,638.61,25.46,1.1764e+05,1.808,311.12,4,2.5278,0
1.3903,625.43,40.758,1.2761e+05,1.7498,319.51,4.1,2.5278,0
1.4839,608.96,58.721,1.4011e+05,1.6842,328.68,4.2,2.5278,0
1.5861,591.39,76.767,1.5373e+05,1.6203,337.41,4.3,2.5278,0
1.6821,575.46,92.478,1.6649e+05,1.5667,344.64,4.4,2.5278,0
1.7596,563.18,104.54,1.7671e+05,1.5281,349.77,4.5,2.5278,0
1.8128,555.26,112.79,1.8362e+05,1.5048,352.82,4.6,2.5278,0
1.8426,551.33,117.77,1.8729e+05,1.4945,354.1,4.7,2.5278,0
1.8528,550.58,120.21,1.8831e+05,1.494,354.06,4.8,2.5278,0
1.8486,552.1,120.79,1.8737e+05,1.5003,353.09,4.9,2.5278,0
1.8343,555.17,120.02,1.8509e+05,1.5113,351.51,5,2.5278,0
1.8133,559.26,118.28,1.8193e+05,1.5253,349.51,5.1,2.5278,0
1.7878,563.99,115.84,1.7821e+05,1.5413,347.26,5.2,2.5278,0
1.7596,569.1,112.87,1.7418e+05,1.5586,344.84,5.3,2.5278,0
1.7298,574.42,109.52,1.6999e+05,1.5766,342.34,5.4,2.5278,0
1.6992,579.83,105.88,1.6574e+05,1.5951,339.79,5.5,2.5278,0
1.6684,585.24,102.02,1.6151e+05,1.6138,337.23,5.6,2.5278,0
1.6377,590.61,98.005,1.5734e+05,1.6325,334.68,5.7,2.5278,0
1.6074,595.88,93.873,1.5327e+05,1.6511,332.16,5.8,2.5278,0
1.5778,601.04,89.663,1.4932e+05,1.6696,329.68,5.9,2.5278,0
1.5489,606.06,85.404,1.4551e+05,1.6878,327.26,6,2.5278,0
1.5209,610.92,81.12,1.4185e+05,1.7056,324.89,6.1,2.5278,0
1.4939,615.63,76.831,1.3834e+05,1.7231,322.59,6.2,2.5278,0
1.4678,620.17,72.552,1.3499e+05,1.7402,320.36,6.3,2.5278,0
1.4429,624.54,68.293,1.318e+05,1.7569,318.21,6.4,2.5278,0
1.419,628.73,64.062,1.2878e+05,1.7731,316.13,6.5,2.5278,0
1.3963,632.74,59.861,1.2591e+05,1.7888,314.13,6.6,2.5278,0
1.3748,636.57,55.688,1.2322e+05,1.804,312.22,6.7,2.5278,0
1.3545,640.22,51.538,1.207e+05,1.8186,310.41,6.8,2.5278,0
1.3355,643.68,47.399,1.1835e+05,1.8325,308.69,6.9,2.5278,0
1.318,646.94,43.254,1.1618e+05,1.8457,307.08,7,2.5278,0
1.3019,650,39.081,1.1421e+05,1.8582,305.58,7.1,2.5278,0
1.2874,652.84,34.855,1.1243e+05,1.8698,304.21,7.2,2.5278,0
1.2745,655.46,30.545,1.1085e+05,1.8805,302.98,7.3,2.5278,0
1.2635,657.86,26.121,1.095e+05,1.8902,301.9,7.4,2.5278,0
1.2543,660.01,21.552,1.0837e+05,1.8988,300.98,7.5,2.5278,0
1.247,661.91,16.812,1.0748e+05,1.9062,300.24,7.6,2.5278,0
1.2418,663.56,11.884,1.0683e+05,1.9124,299.68,7.7,2.5278,0
1.2385,664.96,6.7606,1.0642e+05,1.9174,299.32,7.8,2.5278,0
1.2372,666.11,1.4459,1.0626e+05,1.9211,299.16,7.9,2.5278,0
1.2378,666.99,-4.0326,1.0633e+05,1.9235,299.23,8,2.5278,0
1.24,667.65,-9.6226,1.0661e+05,1.9248,299.49,8.1,2.5278,0
1.2435,668.11,-15.256,1.0707e+05,1.925,299.92,8.2,2.5278,0
1.2481,668.41,-20.851,1.0767e+05,1.9245,300.49,8.3,2.5278,0
1.2535,668.6,-26.325,1.0838e+05,1.9234,301.17,8.4,2.5278,0
1.2593,668.71,-31.592,1.0915e+05,1.922,301.91,8.5,2.5278,0
1.2652,668.77,-36.577,1.0994e+05,1.9205,302.68,8.6,2.5278,0
1.2711,668.83,-41.217,1.1073e+05,1.9189,303.45,8.7,2.5278,0
1.2767,668.89,-45.461,1.1149e+05,1.9175,304.2,8.8,2.5278,0
1.2819,668.97,-49.275,1.1221e+05,1.9163,304.9,8.9,2.5278,0
1.2868,669.09,-52.638,1.1287e+05,1.9153,305.56,9,2.5278,0
1.2911,669.23,-55.541,1.1347e+05,1.9145,306.15,9.1,2.5278,0
1.295,669.4,-57.986,1.1401e+05,1.9139,306.68,9.2,2.5278,0
1.2985,669.59,-59.984,1.1449e+05,1.9135,307.15,9.3,2.5278,0
1.3016,669.79,-61.551,1.1492e+05,1.9132,307.57,9.4,2.5278,0
1.3043,670,-62.712,1.1529e+05,1.9129,307.93,9.5,2.5278,0
1.3067,670.21,-63.491,1.1563e+05,1.9127,308.25,9.6,2.5278,0
1.3089,670.42,-63.918,1.1592e+05,1.9126,308.52,9.7,2.5278,0
1.3109,670.63,-64.019,1.1617e+05,1.9126,308.72,9.8,2.5278,0
1.3126,670.87,-63.807,1.1635e+05,1.913,308.79,9.9,2.5278,0
1.3134,671.01,-63.623,1.1641e+05,1.9134,308.77,10,2.5278,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.1,2.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.2,2.4,0
1.2041,660,2.5e-07,1.0132e+05,1.9229,293.15,1.3,2.4,0
1.2041,660,7.5e-07,1.0132e+05,1.9229,293.15,1.4,2.4,0
1.2041,660,1.75e-06,1.0132e+05,1.9229,293.15,1.5,2.4,0
1.2041,660,4e-06,1.0132e+05,1.9229,293.15,1.6,2.4,0
1.2041,660,8.5e-06,1.0133e+05,1.9229,293.15,1.7,2.4,0
1.2041,660,1.775e-05,1.0133e+05,1.9229,293.15,1.8,2.4,0
1.2041,660,3.65e-05,1.0133e+05,1.9229,293.15,1.9,2.4,0
1.2041,660,6.85e-05,1.0133e+05,1.9229,293.15,2,2.4,0
1.2041,660,0.00012475,1.0133e+05,1.9229,293.15,2.1,2.4107,0
1.2041,660,0.0002325,1.0133e+05,1.9229,293.15,2.2,2.4214,0
1.2041,660,0.000442,1.0133e+05,1.9229,293.15,2.3,2.4322,0
1.2041,660,0.00085275,1.0133e+05,1.9229,293.15,2.4,2.4429,0
1.2041,660,0.0016635,1.0133e+05,1.9229,293.15,2.5,2.4536,0
1.2041,660,0.003263,1.0133e+05,1.9229,293.15,2.6,2.4643,0
1.2041,659.99,0.0064025,1.0133e+05,1.9228,293.16,2.7,2.475,0
1.2042,659.99,0.012517,1.0133e+05,1.9228,293.16,2.8,2.4857,0
1.2042,659.98,0.024302,1.0134e+05,1.9227,293.17,2.9,2.4965,0
1.2043,659.96,0.046755,1.0136e+05,1.9226,293.2,3,2.5072,0
1.2045,659.92,0.088993,1.0139e+05,1.9224,293.24,3.1,2.5179,0
1.2048,659.85,0.16742,1.0144e+05,1.9219,293.31,3.2,2.5286,0
1.2054,659.73,0.31115,1.0153e+05,1.9212,293.44,3.3,2.5393,0
1.2065,659.51,0.57105,1.017e+05,1.9198,293.66,3.4,2.5501,0
1.2084,659.12,1.0347,1.02e+05,1.9174,294.06,3.5,2.5608,0
1.2118,658.44,1.8504,1.0252e+05,1.9132,294.73,3.6,2.5715,0
1.2177,657.26,3.2637,1.0342e+05,1.9062,295.86,3.7,2.5822,0
1.228,655.26,5.6703,1.0496e+05,1.8944,297.75,3.8,2.5929,0
1.2453,651.84,9.6901,1.0759e+05,1.8747,300.94,3.9,2.6036,0
1.2776,645.8,17.034,1.1223e+05,1.8426,305.96,4,2.6144,0
1.3311,636.16,28.789,1.196e+05,1.7965,312.84,4.1,2.6144,0
1.4061,622.85,44.219,1.297e+05,1.7389,321.12,4.2,2.6144,0
1.4977,606.84,61.686,1.4194e+05,1.676,329.9,4.3,2.6144,0
1.5948,590.33,78.773,1.5485e+05,1.6165,338.05,4.4,2.6144,0
1.6836,575.74,93.391,1.6664e+05,1.5677,344.66,4.5,2.6144,0
1.7539,564.73,104.5,1.7588e+05,1.5332,349.27,4.6,2.6144,0
1.8014,557.77,112.05,1.82e+05,1.5129,351.93,4.7,2.6144,0
1.8273,554.46,116.58,1.8516e+05,1.5044,352.98,4.8,2.6144,0
1.8356,554.02,118.76,1.8591e+05,1.5047,352.82,4.9,2.6144,0
1.8307,555.64,119.2,1.8488e+05,1.5114,351.82,5,2.6144,0
1.8166,558.68,118.39,1.8264e+05,1.5222,350.24,5.1,2.6144,0
1.7963,562.64,116.66,1.796e+05,1.5359,348.3,5.2,2.6144,0
1.7719,567.19,114.27,1.7605e+05,1.5514,346.11,5.3,2.6144,0
1.7451,572.1,111.39,1.7221e+05,1.5681,343.77,5.4,2.6144,0
1.7167,577.2,108.14,1.6822e+05,1.5855,341.35,5.5,2.6144,0
1.6876,582.38,104.61,1.6417e+05,1.6034,338.89,5.6,2.6144,0
1.6582,587.57,100.88,1.6014e+05,1.6214,336.42,5.7,2.6144,0
1.629,592.72,96.994,1.5617e+05,1.6395,333.96,5.8,2.6144,0
1.6001,597.78,92.997,1.5229e+05,1.6574,331.54,5.9,2.6144,0
1.5718,602.74,88.92,1.4852e+05,1.6752,329.15,6,2.6144,0
1.5443,607.56,84.788,1.4488e+05,1.6928,326.81,6.1,2.6144,0
1.5175,612.25,80.621,1.4138e+05,1.71,324.53,6.2,2.6144,0
1.4918,616.78,76.432,1.3803e+05,1.7269,322.32,6.3,2.6144,0
1.467,621.14,72.23,1.3483e+05,1.7433,320.18,6.4,2.6144,0
1.4433,625.34,68.018,1.318e+05,1.7593,318.12,6.5,2.6144,0
1.4207,629.36,63.796,1.2894e+05,1.7748,316.14,6.6,2.6144,0
1.3994,633.2,59.556,1.2624e+05,1.7897,314.25,6.7,2.6144,0
1.3795,636.85,55.283,1.2373e+05,1.804,312.46,6.8,2.6144,0
1.3609,640.3,50.96,1.2141e+05,1.8176,310.78,6.9,2.6144,0
1.344,643.53,46.56,1.193e+05,1.8304,309.22,7,2.6144,0
1.3286,646.54,42.055,1.174e+05,1.8423,307.79,7.1,2.6144,0
1.3151,649.32,37.41,1.1572e+05,1.8532,306.51,7.2,2.6144,0
1.3036,651.86,32.592,1.1428e+05,1.8631,305.4,7.3,2.6144,0
1.294,654.13,27.571,1.131e+05,1.8718,304.46,7.4,2.6144,0
1.2865,656.15,22.322,1.1217e+05,1.8793,303.71,7.5,2.6144,0
1.2812,657.89,16.835,1.115e+05,1.8855,303.16,7.6,2.6144,0
1.278,659.38,11.112,1.111e+05,1.8905,302.81,7.7,2.6144,0
1.2768,660.6,5.1739,1.1094e+05,1.8943,302.67,7.8,2.6144,0
1.2774,661.57,-0.93924,1.1103e+05,1.8968,302.74,7.9,2.6144,0
1.2796,662.31,-7.1564,1.1132e+05,1.8981,303.03,8,2.6144,0
1.283,662.87,-13.388,1.1178e+05,1.8986,303.47,8.1,2.6144,0
1.2872,663.3,-19.538,1.1235e+05,1.8986,304.02,8.2,2.6144,0
1.2919,663.65,-25.508,1.13e+05,1.8982,304.65,8.3,2.6144,0
1.2968,663.95,-31.211,1.1366e+05,1.8977,305.32,8.4,2.6144,0
1.3014,664.26,-36.569,1.1432e+05,1.8973,305.97,8.5,2.6144,0
1.3058,664.58,-41.522,1.1493e+05,1.8971,306.6,8.6,2.6144,0
1.3096,664.95,-46.027,1.1548e+05,1.8972,307.17,8.7,2.6144,0
1.3128,665.37,-50.058,1.1595e+05,1.8976,307.67,8.8,2.6144,0
1.3154,665.84,-53.602,1.1634e+05,1.8984,308.11,8.9,2.6144,0
1.3174,666.36,-56.659,1.1665e+05,1.8994,308.47,9,2.6144,0
1.3188,666.91,-59.238,1.1689e+05,1.9007,308.76,9.1,2.6144,0
1.3198,667.48,-61.354,1.1707e+05,1.9022,308.99,9.2,2.6144,0
1.3204,668.06,-63.028,1.1718e+05,1.9037,309.17,9.3,2.6144,0
1.3207,668.64,-64.284,1.1726e+05,1.9053,309.3,9.4,2.6144,0
1.3207,669.21,-65.151,1.173e+05,1.9068,309.4,9.5,2.6144,0
1.3206,669.76,-65.657,1.1731e+05,1.9083,309.45,9.6,2.6144,0
1.3205,670.28,-65.83,1.1731e+05,1.9098,309.48,9.7,2.6144,0
1.3202,670.78,-65.697,1.1728e+05,1.9112,309.46,9.8,2.6144,0
1.3199,671.3,-65.274,1.1718e+05,1.9131,309.28,9.9,2.6144,0
1.3197,671.58,-64.991,1.1711e+05,1.9143,309.13,10,2.6144,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.1,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.2,2.5,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.3,2.5,0
1.2041,660,2.5e-07,1.0132e+05,1.9229,293.15,1.4,2.5,0
1.2041,660,1e-06,1.0132e+05,1.9229,293.15,1.5,2.5,0
1.2041,660,2.25e-06,1.0132e+05,1.9229,293.15,1.6,2.5,0
1.2041,660,5e-06,1.0133e+05,1.9229,293.15,1.7,2.5,0
