"rho","u","v","p","Mach","T","Points:0","Points:1","Points:2"
1.174,653.98,13.786,1.0152e+05,1.8801,301.23,5.8,1.2287,0
1.1595,656.64,10.855,99840,1.8915,299.96,5.9,1.2287,0
1.147,659,8.3956,98406,1.9017,298.86,6,1.2287,0
1.1364,661.1,6.3524,97180,1.9107,297.91,6.1,1.2287,0
1.1272,662.99,4.6704,96130,1.9188,297.08,6.2,1.2287,0
1.1194,664.69,3.2965,95226,1.9261,296.36,6.3,1.2287,0
1.1126,666.25,2.1814,94441,1.9327,295.71,6.4,1.2287,0
1.1066,667.69,1.2805,93755,1.9387,295.14,6.5,1.2287,0
1.1014,669.04,0.55434,93147,1.9443,294.63,6.6,1.2287,0
1.0967,670.31,-0.031067,92604,1.9496,294.15,6.7,1.2287,0
1.0925,671.51,-0.50451,92112,1.9545,293.72,6.8,1.2287,0
1.0886,672.67,-0.88991,91660,1.9593,293.31,6.9,1.2287,0
1.0851,673.79,-1.2069,91242,1.9638,292.93,7,1.2287,0
1.0818,674.88,-1.4712,90852,1.9682,292.56,7.1,1.2287,0
1.0787,675.95,-1.6955,90484,1.9725,292.21,7.2,1.2287,0
1.0758,676.99,-1.8899,90136,1.9767,291.88,7.3,1.2287,0
1.0731,678,-2.0621,89806,1.9808,291.55,7.4,1.2287,0
1.0705,679,-2.2182,89494,1.9847,291.24,7.5,1.2287,0
1.0681,679.96,-2.3627,89201,1.9886,290.94,7.6,1.2287,0
1.0658,680.89,-2.4988,88928,1.9922,290.66,7.7,1.2287,0
1.0638,681.77,-2.6284,88678,1.9957,290.4,7.8,1.2287,0
1.062,682.61,-2.7528,88454,1.999,290.16,7.9,1.2287,0
1.0604,683.37,-2.8719,88261,2.0019,289.95,8,1.2287,0
1.0592,684.05,-2.9851,88103,2.0046,289.77,8.1,1.2287,0
1.0583,684.64,-3.0909,87985,2.0068,289.63,8.2,1.2287,0
1.0578,685.12,-3.1875,87914,2.0085,289.53,8.3,1.2287,0
1.0577,685.47,-3.2724,87895,2.0097,289.49,8.4,1.2287,0
1.0582,685.68,-3.3431,87933,2.0103,289.49,8.5,1.2287,0
1.0591,685.73,-3.3971,88033,2.0102,289.56,8.6,1.2287,0
1.0607,685.61,-3.4325,88199,2.0095,289.68,8.7,1.2287,0
1.0628,685.33,-3.4481,88434,2.008,289.87,8.8,1.2287,0
1.0655,684.86,-3.4436,88737,2.0057,290.12,8.9,1.2287,0
1.0689,684.23,-3.4205,89109,2.0028,290.43,9,1.2287,0
1.0727,683.43,-3.3815,89545,1.9992,290.79,9.1,1.2287,0
1.0771,682.49,-3.331,90039,1.9951,291.2,9.2,1.2287,0
1.082,681.44,-3.2747,90583,1.9905,291.65,9.3,1.2287,0
1.0872,680.28,-3.2195,91169,1.9855,292.13,9.4,1.2287,0
1.0927,679.07,-3.1728,91785,1.9802,292.63,9.5,1.2287,0
1.0983,677.82,-3.1419,92420,1.9749,293.14,9.6,1.2287,0
1.1041,676.56,-3.1335,93065,1.9695,293.65,9.7,1.2287,0
1.1098,675.33,-3.1543,93711,1.9642,294.16,9.8,1.2287,0
1.1155,674.12,-3.2137,94360,1.9589,294.69,9.9,1.2287,0
1.1183,673.53,-3.2546,94686,1.9563,294.96,10,1.2287,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,0.9,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,0.9,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,0.9,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,0.9,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,0.9,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,0.9,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,0.9,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,0.9,0
1.2041,660,5e-07,1.0132e+05,1.9229,293.15,0.8,0.9,0
1.2041,660,1.75e-06,1.0132e+05,1.9229,293.15,0.9,0.9,0
1.2041,660,5.25e-06,1.0133e+05,1.9229,293.15,1,0.9,0
1.2041,660,1.7e-05,1.0133e+05,1.9229,293.15,1.1,0.9,0
1.2041,660,5.4e-05,1.0133e+05,1.9229,293.15,1.2,0.9,0
1.2041,660,0.000167,1.0133e+05,1.9229,293.15,1.3,0.9,0
1.2041,660,0.0005045,1.0133e+05,1.9229,293.15,1.4,0.9,0
1.2041,660,0.0014835,1.0133e+05,1.9229,293.15,1.5,0.9,0
1.2041,659.99,0.0042335,1.0133e+05,1.9228,293.16,1.6,0.9,0
1.2042,659.99,0.011685,1.0134e+05,1.9228,293.17,1.7,0.9,0
1.2042,659.97,0.031033,1.0135e+05,1.9226,293.2,1.8,0.9,0
1.2044,659.92,0.078702,1.0138e+05,1.9224,293.25,1.9,0.9,0
1.2048,659.84,0.1669,1.0145e+05,1.9218,293.35,2,0.9,0
1.2056,659.65,0.34406,1.0159e+05,1.9205,293.57,2.1,0.92077,0
1.2072,659.24,0.73779,1.019e+05,1.9178,294.04,2.2,0.94153,0
1.2109,658.4,1.5861,1.0252e+05,1.9124,294.94,2.3,0.9623,0
1.2184,656.72,3.3413,1.0375e+05,1.9021,296.63,2.4,0.98306,0
1.2336,653.52,6.8001,1.0609e+05,1.8837,299.58,2.5,1.0038,0
1.2622,647.73,13.188,1.1029e+05,1.8529,304.31,2.6,1.0246,0
1.3126,638.02,23.933,1.1733e+05,1.806,311.21,2.7,1.0454,0
1.3919,623.34,39.821,1.2808e+05,1.7423,320.2,2.8,1.0661,0
1.5012,603.8,59.873,1.4269e+05,1.666,330.66,2.9,1.0869,0
1.6302,581.34,81.165,1.5999e+05,1.586,341.44,3,1.1077,0
1.7596,559.13,100.18,1.7763e+05,1.5128,351.32,3.1,1.1284,0
1.8696,540.3,114.62,1.9294e+05,1.4541,359.32,3.2,1.1492,0
1.949,526.78,124.17,2.0418e+05,1.4136,364.87,3.3,1.17,0
1.9985,518.5,129.89,2.1122e+05,1.3897,368.16,3.4,1.1907,0
2.0255,514.07,133.07,2.1506e+05,1.3774,369.87,3.5,1.2115,0
2.038,512.1,134.76,2.1682e+05,1.3721,370.63,3.6,1.2323,0
2.0417,511.6,135.63,2.1732e+05,1.3711,370.81,3.7,1.253,0
2.0402,512.01,136.05,2.1706e+05,1.3727,370.63,3.8,1.2738,0
2.0345,513.2,136.18,2.1612e+05,1.3768,370.07,3.9,1.2946,0
2.0194,515.98,135.58,2.1372e+05,1.386,368.69,4,1.3153,0
1.9879,521.46,133.5,2.0886e+05,1.4036,366,4.1,1.3153,0
1.94,529.63,129.61,2.0164e+05,1.4295,362.06,4.2,1.3153,0
1.8804,539.65,124.07,1.9287e+05,1.4615,357.27,4.3,1.3153,0
1.8148,550.54,117.24,1.8344e+05,1.4966,352.07,4.4,1.3153,0
1.7475,561.6,109.52,1.7399e+05,1.5329,346.79,4.5,1.3153,0
1.6816,572.38,101.24,1.6493e+05,1.569,341.62,4.6,1.3153,0
1.6186,582.6,92.7,1.5646e+05,1.604,336.68,4.7,1.3153,0
1.5596,592.14,84.116,1.4868e+05,1.6375,332.03,4.8,1.3153,0
1.505,600.96,75.664,1.416e+05,1.6692,327.71,4.9,1.3153,0
1.4548,609.03,67.477,1.3522e+05,1.699,323.73,5,1.3153,0
1.4092,616.38,59.659,1.295e+05,1.7268,320.07,5.1,1.3153,0
1.368,623.05,52.286,1.244e+05,1.7526,316.74,5.2,1.3153,0
1.331,629.07,45.415,1.1988e+05,1.7764,313.72,5.3,1.3153,0
1.2979,634.48,39.082,1.1588e+05,1.7982,310.99,5.4,1.3153,0
1.2685,639.34,33.309,1.1236e+05,1.8182,308.54,5.5,1.3153,0
1.2424,643.69,28.102,1.0927e+05,1.8363,306.36,5.6,1.3153,0
1.2195,647.58,23.457,1.0657e+05,1.8528,304.41,5.7,1.3153,0
1.1994,651.06,19.355,1.0422e+05,1.8676,302.69,5.8,1.3153,0
1.1819,654.16,15.772,1.0218e+05,1.8809,301.17,5.9,1.3153,0
1.1666,656.93,12.673,1.0041e+05,1.8929,299.84,6,1.3153,0
1.1534,659.41,10.019,98882,1.9036,298.66,6.1,1.3153,0
1.1419,661.64,7.7672,97559,1.9132,297.63,6.2,1.3153,0
1.1319,663.65,5.8729,96413,1.9219,296.72,6.3,1.3153,0
1.1233,665.47,4.2915,95419,1.9298,295.92,6.4,1.3153,0
1.1158,667.14,2.9801,94552,1.9369,295.21,6.5,1.3153,0
1.1092,668.68,1.8982,93792,1.9435,294.58,6.6,1.3153,0
1.1034,670.11,1.0088,93121,1.9495,294.01,6.7,1.3153,0
1.0982,671.46,0.2787,92523,1.9551,293.49,6.8,1.3153,0
1.0936,672.73,-0.32115,91986,1.9604,293.02,6.9,1.3153,0
1.0895,673.94,-0.81588,91499,1.9654,292.58,7,1.3153,0
1.0857,675.1,-1.2268,91053,1.9702,292.17,7.1,1.3153,0
1.0822,676.22,-1.5716,90641,1.9748,291.78,7.2,1.3153,0
1.079,677.31,-1.865,90259,1.9792,291.42,7.3,1.3153,0
1.076,678.36,-2.1188,89903,1.9834,291.07,7.4,1.3153,0
1.0732,679.38,-2.3425,89571,1.9875,290.74,7.5,1.3153,0
1.0707,680.36,-2.5436,89262,1.9915,290.43,7.6,1.3153,0
1.0684,681.31,-2.7277,88978,1.9953,290.14,7.7,1.3153,0
1.0663,682.21,-2.8988,88719,1.9988,289.86,7.8,1.3153,0
1.0644,683.05,-3.0596,88488,2.0022,289.62,7.9,1.3153,0
1.0628,683.82,-3.2117,88289,2.0052,289.4,8,1.3153,0
1.0615,684.52,-3.3554,88127,2.0079,289.21,8.1,1.3153,0
1.0606,685.12,-3.4903,88006,2.0102,289.07,8.2,1.3153,0
1.0601,685.61,-3.6152,87931,2.012,288.96,8.3,1.3153,0
1.06,685.97,-3.7284,87909,2.0132,288.91,8.4,1.3153,0
1.0604,686.2,-3.8279,87944,2.0139,288.91,8.5,1.3153,0
1.0614,686.27,-3.9118,88042,2.0139,288.97,8.6,1.3153,0
1.0629,686.18,-3.9786,88207,2.0132,289.09,8.7,1.3153,0
1.0651,685.91,-4.0274,88441,2.0118,289.28,8.8,1.3153,0
1.0678,685.47,-4.0587,88746,2.0096,289.52,8.9,1.3153,0
1.0712,684.86,-4.074,89122,2.0067,289.83,9,1.3153,0
1.0752,684.09,-4.0766,89565,2.0032,290.2,9.1,1.3153,0
1.0797,683.17,-4.0713,90070,1.9991,290.62,9.2,1.3153,0
1.0847,682.12,-4.0643,90631,1.9944,291.09,9.3,1.3153,0
1.0901,680.98,-4.0628,91238,1.9894,291.58,9.4,1.3153,0
1.0958,679.76,-4.0747,91881,1.984,292.1,9.5,1.3153,0
1.1017,678.51,-4.1075,92550,1.9786,292.64,9.6,1.3153,0
1.1078,677.24,-4.1685,93233,1.973,293.18,9.7,1.3153,0
1.114,675.99,-4.2646,93925,1.9676,293.73,9.8,1.3153,0
1.1201,674.75,-4.4075,94629,1.962,294.31,9.9,1.3153,0
1.1231,674.14,-4.4926,94987,1.9592,294.62,10,1.3153,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,1,0
1.2041,660,5e-07,1.0132e+05,1.9229,293.15,0.8,1,0
1.2041,660,1.5e-06,1.0132e+05,1.9229,293.15,0.9,1,0
1.2041,660,4e-06,1.0133e+05,1.9229,293.15,1,1,0
1.2041,660,1.3e-05,1.0133e+05,1.9229,293.15,1.1,1,0
1.2041,660,4e-05,1.0133e+05,1.9229,293.15,1.2,1,0
1.2041,660,0.00011975,1.0133e+05,1.9229,293.15,1.3,1,0
1.2041,660,0.00035125,1.0133e+05,1.9229,293.15,1.4,1,0
1.2041,660,0.0010028,1.0133e+05,1.9229,293.15,1.5,1,0
1.2041,660,0.0027785,1.0133e+05,1.9229,293.16,1.6,1,0
1.2041,659.99,0.007444,1.0133e+05,1.9228,293.16,1.7,1,0
1.2042,659.98,0.019181,1.0134e+05,1.9227,293.18,1.8,1,0
1.2043,659.96,0.047174,1.0136e+05,1.9226,293.2,1.9,1,0
1.2045,659.91,0.097566,1.014e+05,1.9222,293.26,2,1,0
1.2049,659.8,0.19583,1.0148e+05,1.9215,293.39,2.1,1.0201,0
1.2058,659.58,0.40998,1.0164e+05,1.9201,293.64,2.2,1.0402,0
1.2078,659.13,0.86704,1.0198e+05,1.9171,294.14,2.3,1.0603,0
1.2118,658.21,1.8129,1.0265e+05,1.9114,295.1,2.4,1.0804,0
1.22,656.44,3.7009,1.0396e+05,1.9007,296.84,2.5,1.1005,0
1.2357,653.15,7.3087,1.0636e+05,1.8819,299.82,2.6,1.1206,0
1.2649,647.33,13.805,1.106e+05,1.8511,304.53,2.7,1.1407,0
1.3151,637.72,24.527,1.176e+05,1.8049,311.32,2.8,1.1608,0
1.3934,623.32,40.195,1.2818e+05,1.7425,320.13,2.9,1.1809,0
1.5005,604.24,59.884,1.4249e+05,1.6678,330.37,3,1.201,0
1.6271,582.25,80.829,1.5944e+05,1.5894,340.95,3.1,1.2211,0
1.7545,560.37,99.64,1.7681e+05,1.5171,350.73,3.2,1.2412,0
1.8635,541.68,114.03,1.9199e+05,1.4585,358.7,3.3,1.2613,0
1.9428,528.21,123.65,2.0318e+05,1.4181,364.25,3.4,1.2813,0
1.9925,519.93,129.49,2.1024e+05,1.3942,367.55,3.5,1.3014,0
2.0199,515.48,132.8,2.1412e+05,1.3818,369.28,3.6,1.3215,0
2.0325,513.54,134.59,2.1588e+05,1.3767,370.02,3.7,1.3416,0
2.0359,513.16,135.51,2.1632e+05,1.3761,370.15,3.8,1.3617,0
2.0331,513.86,135.92,2.1582e+05,1.3788,369.81,3.9,1.3818,0
2.0216,516.03,135.65,2.1398e+05,1.3861,368.73,4,1.4019,0
1.9966,520.46,134.2,2.1009e+05,1.4004,366.56,4.1,1.4019,0
1.9568,527.31,131.21,2.0406e+05,1.4223,363.26,4.2,1.4019,0
1.9054,536.04,126.72,1.9643e+05,1.4501,359.1,4.3,1.4019,0
1.8467,545.88,120.96,1.8791e+05,1.4816,354.42,4.4,1.4019,0
1.7849,556.16,114.25,1.7911e+05,1.5151,349.53,4.5,1.4019,0
1.7228,566.4,106.88,1.7046e+05,1.549,344.63,4.6,1.4019,0
1.6624,576.32,99.11,1.6221e+05,1.5825,339.86,4.7,1.4019,0
1.6047,585.73,91.148,1.5448e+05,1.615,335.31,4.8,1.4019,0
1.5505,594.56,83.166,1.4735e+05,1.6462,331.01,4.9,1.4019,0
1.5001,602.75,75.3,1.4082e+05,1.6759,326.98,5,1.4019,0
1.4535,610.32,67.658,1.3489e+05,1.7039,323.24,5.1,1.4019,0
1.4108,617.26,60.325,1.2953e+05,1.7302,319.78,5.2,1.4019,0
1.3719,623.61,53.367,1.247e+05,1.7548,316.6,5.3,1.4019,0
1.3366,629.39,46.832,1.2037e+05,1.7777,313.69,5.4,1.4019,0
1.3047,634.65,40.756,1.165e+05,1.7989,311.04,5.5,1.4019,0
1.276,639.42,35.16,1.1306e+05,1.8184,308.63,5.6,1.4019,0
1.2503,643.73,30.056,1.1e+05,1.8364,306.46,5.7,1.4019,0
1.2274,647.62,25.444,1.073e+05,1.8528,304.5,5.8,1.4019,0
1.2072,651.13,21.315,1.0491e+05,1.8678,302.75,5.9,1.4019,0
1.1892,654.3,17.653,1.0282e+05,1.8814,301.18,6,1.4019,0
1.1734,657.16,14.434,1.0098e+05,1.8938,299.79,6.1,1.4019,0
1.1595,659.74,11.629,99369,1.905,298.54,6.2,1.4019,0
1.1473,662.08,9.2061,97962,1.9152,297.44,6.3,1.4019,0
1.1367,664.2,7.1288,96731,1.9244,296.46,6.4,1.4019,0
1.1273,666.13,5.361,95654,1.9328,295.59,6.5,1.4019,0
1.1191,667.91,3.8662,94710,1.9405,294.82,6.6,1.4019,0
1.1119,669.54,2.609,93879,1.9475,294.12,6.7,1.4019,0
1.1056,671.06,1.5559,93145,1.954,293.5,6.8,1.4019,0
1.1,672.48,0.67587,92492,1.96,292.93,6.9,1.4019,0
1.0949,673.81,-0.059193,91908,1.9656,292.41,7,1.4019,0
1.0904,675.08,-0.67432,91382,1.9709,291.94,7.1,1.4019,0
1.0864,676.29,-1.1914,90905,1.9759,291.5,7.2,1.4019,0
1.0827,677.44,-1.6294,90470,1.9807,291.09,7.3,1.4019,0
1.0794,678.55,-2.0043,90072,1.9852,290.71,7.4,1.4019,0
1.0763,679.61,-2.3295,89706,1.9896,290.35,7.5,1.4019,0
1.0735,680.63,-2.6157,89371,1.9937,290.02,7.6,1.4019,0
1.071,681.6,-2.8718,89065,1.9976,289.71,7.7,1.4019,0
1.0688,682.52,-3.1046,88791,2.0013,289.42,7.8,1.4019,0
1.0668,683.38,-3.319,88548,2.0047,289.16,7.9,1.4019,0
1.0651,684.17,-3.5187,88340,2.0078,288.93,8,1.4019,0
1.0638,684.88,-3.7059,88170,2.0106,288.74,8.1,1.4019,0
1.0628,685.5,-3.8816,88043,2.0129,288.58,8.2,1.4019,0
1.0623,686,-4.0462,87965,2.0148,288.47,8.3,1.4019,0
1.0622,686.38,-4.199,87940,2.0161,288.42,8.4,1.4019,0
1.0626,686.62,-4.3394,87974,2.0169,288.41,8.5,1.4019,0
1.0636,686.71,-4.4663,88071,2.0169,288.47,8.6,1.4019,0
1.0652,686.64,-4.5792,88237,2.0163,288.59,8.7,1.4019,0
1.0673,686.4,-4.6782,88475,2.0149,288.77,8.8,1.4019,0
1.0702,685.98,-4.7642,88787,2.0128,289.03,8.9,1.4019,0
1.0736,685.39,-4.8395,89172,2.01,289.34,9,1.4019,0
1.0777,684.63,-4.908,89629,2.0065,289.72,9.1,1.4019,0
1.0824,683.73,-4.9748,90154,2.0023,290.16,9.2,1.4019,0
1.0876,682.69,-5.0465,90740,1.9976,290.64,9.3,1.4019,0
1.0933,681.55,-5.1303,91379,1.9925,291.17,9.4,1.4019,0
1.0994,680.33,-5.234,92061,1.987,291.72,9.5,1.4019,0
1.1057,679.06,-5.3652,92776,1.9814,292.3,9.6,1.4019,0
1.1123,677.78,-5.5307,93512,1.9756,292.89,9.7,1.4019,0
1.1189,676.5,-5.7374,94264,1.9699,293.49,9.8,1.4019,0
1.1256,675.23,-5.9982,95040,1.964,294.15,9.9,1.4019,0
1.129,674.59,-6.1446,95438,1.961,294.5,10,1.4019,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,1.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,1.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,1.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,1.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,1.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,1.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,1.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,1.1,0
1.2041,660,2.5e-07,1.0132e+05,1.9229,293.15,0.8,1.1,0
1.2041,660,1e-06,1.0132e+05,1.9229,293.15,0.9,1.1,0
1.2041,660,3e-06,1.0132e+05,1.9229,293.15,1,1.1,0
1.2041,660,9.5e-06,1.0133e+05,1.9229,293.15,1.1,1.1,0
1.2041,660,2.85e-05,1.0133e+05,1.9229,293.15,1.2,1.1,0
1.2041,660,8.35e-05,1.0133e+05,1.9229,293.15,1.3,1.1,0
1.2041,660,0.00023925,1.0133e+05,1.9229,293.15,1.4,1.1,0
1.2041,660,0.0006655,1.0133e+05,1.9229,293.15,1.5,1.1,0
1.2041,660,0.0017962,1.0133e+05,1.9229,293.15,1.6,1.1,0
1.2041,659.99,0.0046885,1.0133e+05,1.9228,293.16,1.7,1.1,0
1.2042,659.99,0.011769,1.0133e+05,1.9228,293.17,1.8,1.1,0
1.2042,659.97,0.028193,1.0135e+05,1.9227,293.18,1.9,1.1,0
1.2043,659.95,0.05715,1.0137e+05,1.9225,293.21,2,1.1,0
1.2046,659.89,0.1123,1.0141e+05,1.9221,293.28,2.1,1.1194,0
1.2051,659.77,0.23042,1.015e+05,1.9213,293.42,2.2,1.1389,0
1.2061,659.52,0.48014,1.0169e+05,1.9197,293.7,2.3,1.1583,0
1.2083,659.02,0.99568,1.0206e+05,1.9165,294.24,2.4,1.1777,0
1.2127,658.04,2.0295,1.0278e+05,1.9104,295.24,2.5,1.1971,0
1.2214,656.19,4.0362,1.0414e+05,1.8993,297.03,2.6,1.2166,0
1.2378,652.82,7.7789,1.0661e+05,1.8803,300.04,2.7,1.236,0
1.2674,646.96,14.382,1.109e+05,1.8495,304.74,2.8,1.2554,0
1.3177,637.41,25.11,1.1787e+05,1.8037,311.45,2.9,1.2748,0
1.3952,623.22,40.628,1.2833e+05,1.7422,320.13,3,1.2943,0
1.5007,604.49,60.039,1.4241e+05,1.669,330.18,3.1,1.3137,0
1.6252,582.91,80.691,1.5909e+05,1.5919,340.59,3.2,1.3331,0
1.7509,561.34,99.295,1.762e+05,1.5204,350.26,3.3,1.3525,0
1.8586,542.88,113.59,1.9118e+05,1.4625,358.16,3.4,1.372,0
1.9371,529.58,123.23,2.0225e+05,1.4226,363.65,3.5,1.3914,0
1.9867,521.38,129.14,2.0927e+05,1.3989,366.93,3.6,1.4108,0
2.014,517,132.54,2.1313e+05,1.3867,368.64,3.7,1.4302,0
2.0263,515.16,134.39,2.1483e+05,1.3819,369.34,3.8,1.4497,0
2.0287,515.01,135.33,2.1509e+05,1.3821,369.35,3.9,1.4691,0
2.0216,516.46,135.49,2.139e+05,1.3873,368.6,4,1.4885,0
2.0023,519.94,134.6,2.1087e+05,1.3988,366.88,4.1,1.4885,0
1.9696,525.63,132.37,2.0589e+05,1.417,364.14,4.2,1.4885,0
1.9255,533.18,128.77,1.993e+05,1.4411,360.55,4.3,1.4885,0
1.8735,541.99,123.95,1.9168e+05,1.4692,356.38,4.4,1.4885,0
1.8171,551.45,118.15,1.8357e+05,1.4998,351.89,4.5,1.4885,0
1.7591,561.1,111.62,1.754e+05,1.5315,347.3,4.6,1.4885,0
1.7017,570.61,104.59,1.6745e+05,1.5632,342.75,4.7,1.4885,0
1.646,579.8,97.256,1.5988e+05,1.5945,338.34,4.8,1.4885,0
1.5928,588.53,89.786,1.5279e+05,1.6249,334.11,4.9,1.4885,0
1.5427,596.74,82.311,1.462e+05,1.6541,330.1,5,1.4885,0
1.4958,604.41,74.943,1.4014e+05,1.682,326.33,5.1,1.4885,0
1.4523,611.54,67.769,1.3459e+05,1.7084,322.8,5.2,1.4885,0
1.4121,618.12,60.86,1.2953e+05,1.7334,319.52,5.3,1.4885,0
1.3752,624.19,54.271,1.2494e+05,1.757,316.47,5.4,1.4885,0
1.3414,629.76,48.047,1.2079e+05,1.779,313.67,5.5,1.4885,0
1.3106,634.87,42.217,1.1704e+05,1.7996,311.08,5.6,1.4885,0
1.2827,639.54,36.804,1.1368e+05,1.8188,308.72,5.7,1.4885,0
1.2574,643.81,31.819,1.1066e+05,1.8365,306.56,5.8,1.4885,0
1.2347,647.69,27.267,1.0796e+05,1.8529,304.6,5.9,1.4885,0
1.2143,651.23,23.143,1.0556e+05,1.868,302.82,6,1.4885,0
1.1961,654.45,19.438,1.0342e+05,1.8819,301.22,6.1,1.4885,0
1.1799,657.37,16.135,1.0153e+05,1.8946,299.77,6.2,1.4885,0
1.1655,660.04,13.214,99857,1.9062,298.48,6.3,1.4885,0
1.1527,662.46,10.65,98379,1.9168,297.31,6.4,1.4885,0
1.1414,664.68,8.4162,97075,1.9265,296.27,6.5,1.4885,0
1.1315,666.71,6.4823,95925,1.9353,295.34,6.6,1.4885,0
1.1227,668.57,4.8183,94910,1.9434,294.5,6.7,1.4885,0
1.1149,670.3,3.3943,94013,1.9509,293.75,6.8,1.4885,0
1.108,671.89,2.1806,93217,1.9578,293.07,6.9,1.4885,0
1.102,673.39,1.1492,92510,1.9642,292.46,7,1.4885,0
1.0965,674.79,0.27385,91879,1.9702,291.9,7.1,1.4885,0
1.0917,676.11,-0.46949,91313,1.9758,291.39,7.2,1.4885,0
1.0874,677.36,-1.1025,90804,1.981,290.92,7.3,1.4885,0
1.0835,678.55,-1.6446,90344,1.986,290.49,7.4,1.4885,0
1.08,679.67,-2.1126,89928,1.9906,290.09,7.5,1.4885,0
1.0768,680.75,-2.5207,89552,1.9951,289.72,7.6,1.4885,0
1.074,681.76,-2.8812,89214,1.9992,289.38,7.7,1.4885,0
1.0715,682.72,-3.204,88913,2.0031,289.07,7.8,1.4885,0
1.0694,683.6,-3.497,88650,2.0067,288.79,7.9,1.4885,0
1.0676,684.42,-3.7666,88427,2.0099,288.55,8,1.4885,0
1.0662,685.15,-4.0174,88246,2.0128,288.34,8.1,1.4885,0
1.0651,685.78,-4.2528,88111,2.0152,288.18,8.2,1.4885,0
1.0646,686.3,-4.4751,88027,2.0171,288.06,8.3,1.4885,0
1.0645,686.69,-4.6859,88000,2.0185,288,8.4,1.4885,0
1.0649,686.95,-4.886,88033,2.0193,287.99,8.5,1.4885,0
1.0659,687.06,-5.0763,88134,2.0194,288.05,8.6,1.4885,0
1.0675,687,-5.2575,88306,2.0188,288.17,8.7,1.4885,0
1.0698,686.78,-5.4312,88553,2.0175,288.36,8.8,1.4885,0
1.0728,686.38,-5.5994,88878,2.0154,288.62,8.9,1.4885,0
1.0764,685.8,-5.7652,89282,2.0126,288.95,9,1.4885,0
1.0807,685.06,-5.9331,89764,2.009,289.35,9.1,1.4885,0
1.0857,684.16,-6.1084,90319,2.0048,289.82,9.2,1.4885,0
1.0912,683.13,-6.2977,90944,2,290.33,9.3,1.4885,0
1.0973,681.98,-6.5077,91629,1.9947,290.9,9.4,1.4885,0
1.1038,680.75,-6.7455,92365,1.9891,291.5,9.5,1.4885,0
1.1107,679.47,-7.0174,93141,1.9832,292.13,9.6,1.4885,0
1.1178,678.16,-7.329,93946,1.9772,292.78,9.7,1.4885,0
1.1251,676.85,-7.6862,94775,1.9711,293.45,9.8,1.4885,0
1.1325,675.53,-8.102,95641,1.9648,294.2,9.9,1.4885,0
1.1362,674.87,-8.3271,96089,1.9615,294.62,10,1.4885,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,1.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,1.2,0
1.2041,660,5e-07,1.0132e+05,1.9229,293.15,0.9,1.2,0
1.2041,660,2.25e-06,1.0132e+05,1.9229,293.15,1,1.2,0
1.2041,660,7e-06,1.0133e+05,1.9229,293.15,1.1,1.2,0
1.2041,660,2e-05,1.0133e+05,1.9229,293.15,1.2,1.2,0
1.2041,660,5.7e-05,1.0133e+05,1.9229,293.15,1.3,1.2,0
1.2041,660,0.00016,1.0133e+05,1.9229,293.15,1.4,1.2,0
1.2041,660,0.00043525,1.0133e+05,1.9229,293.15,1.5,1.2,0
1.2041,660,0.001148,1.0133e+05,1.9229,293.15,1.6,1.2,0
