TITLE = "vncfd field: iter= 10, time= 0.000220"
VARIABLES = "X", "Y", "rho", "u", "v", "p", "Mach", "T"
ZONE T="1", I=60, J=40, DATAPACKING=POINT
1.002247 -0.052526 1.083000 0.242067 2.248244 87260.281977 0.006733 280.689516
0.991266 -0.157001 1.084251 1.181971 6.645172 87403.391062 0.020091 280.825447
0.969425 -0.259757 1.086749 3.018555 10.748107 87689.289209 0.033216 281.096364
0.936962 -0.359666 1.090478 5.669340 14.376094 88116.337966 0.045946 281.499593
0.894234 -0.455635 1.095406 9.017223 17.369643 88681.539553 0.058132 282.030576
0.841709 -0.546612 1.101496 12.914835 19.596680 89381.024939 0.069632 282.683457
0.779961 -0.631600 1.108701 17.188733 20.959856 90209.961318 0.080314 283.451217
0.709669 -0.709669 1.116960 21.649621 21.400986 91162.338400 0.090057 284.325488
0.631600 -0.779961 1.126206 26.100548 20.902414 92230.905779 0.098754 285.296571
0.546612 -0.841709 1.136358 30.346053 19.487923 93407.070188 0.106313 286.353531
0.455635 -0.894234 1.147327 34.200375 17.220862 94681.151997 0.112654 287.484582
0.359666 -0.936962 1.159010 37.494935 14.202515 96042.033478 0.117716 288.676963
0.259757 -0.969425 1.171301 40.086417 10.566812 97477.583781 0.121451 289.917448
0.157001 -0.991266 1.184077 41.862321 6.474974 98973.991068 0.123829 291.191877
0.052526 -1.002247 1.197208 42.746634 2.107152 100516.228959 0.124834 292.485744
-0.052526 -1.002247 1.210557 42.698659 -2.345295 102088.409453 0.124454 293.784808
-0.157001 -0.991266 1.223978 41.724844 -6.686722 103673.522395 0.122713 295.074855
-0.259757 -0.969425 1.237321 39.872352 -10.728417 105253.749621 0.119649 296.342171
-0.359666 -0.936962 1.250426 37.223704 -14.295245 106810.437036 0.115306 297.573245
-0.455635 -0.894234 1.263135 33.896425 -17.232816 108324.463393 0.109742 298.754863
-0.546612 -0.841709 1.275293 30.036489 -19.415220 109777.033360 0.103025 299.874600
-0.631600 -0.779961 1.286746 25.812517 -20.749685 111149.228714 0.095236 300.920385
-0.709669 -0.709669 1.297349 21.407606 -21.180841 112422.814338 0.086461 301.881015
-0.779961 -0.631600 1.306960 17.012354 -20.691675 113580.202964 0.076797 302.745954
-0.841709 -0.546612 1.315453 12.816939 -19.304732 114605.154134 0.066349 303.505725
-0.894234 -0.455635 1.322714 9.002659 -17.080823 115483.128537 0.055227 304.152010
-0.936962 -0.359666 1.328646 5.734477 -14.117347 116201.536861 0.043546 304.677752
-0.969425 -0.259757 1.333167 3.151712 -10.543669 116749.761474 0.031429 305.077135
-0.991266 -0.157001 1.336212 1.364733 -6.514245 117119.427659 0.019000 305.345581
-1.002247 -0.052526 1.337743 0.451014 -2.203184 117305.309668 0.006418 305.480285
