TITLE = "vncfd python"
VARIABLES = "X", "Y"
ZONE T="1", I= 61, J= 41
1.000000 0.000000
0.994522 -0.104528
0.978148 -0.207912
0.951057 -0.309017
0.913545 -0.406737
0.866025 -0.500000
0.809017 -0.587785
0.743145 -0.669131
0.669131 -0.743145
0.587785 -0.809017
0.500000 -0.866025
0.406737 -0.913545
0.309017 -0.951057
0.207912 -0.978148
0.104528 -0.994522
0.000000 -1.000000
-0.104528 -0.994522
-0.207912 -0.978148
-0.309017 -0.951057
-0.406737 -0.913545
-0.500000 -0.866025
-0.587785 -0.809017
-0.669131 -0.743145
-0.743145 -0.669131
-0.809017 -0.587785
-0.866025 -0.500000
-0.913545 -0.406737
-0.951057 -0.309017
-0.978148 -0.207912
-0.994522 -0.104528
-1.000000 -0.000000
-0.994522 0.104528
-0.978148 0.207912
-0.951057 0.309017
-0.913545 0.406737
-0.866025 0.500000
-0.809017 0.587785
-0.743145 0.669131
-0.669131 0.743145
-0.587785 0.809017
-0.500000 0.866025
-0.406737 0.913545
-0.309017 0.951057
-0.207912 0.978148
-0.104528 0.994522
-0.000000 1.000000
0.104528 0.994522
0.207912 0.978148
0.309017 0.951057
0.406737 0.913545
0.500000 0.866025
0.587785 0.809017
0.669131 0.743145
0.743145 0.669131
0.809017 0.587785
0.866025 0.500000
0.913545 0.406737
0.951057 0.309017
0.978148 0.207912
0.994522 0.104528
1.000000 0.000000
1.010000 0.000000
1.004467 -0.105574
0.987929 -0.209991
0.960567 -0.312107
0.922681 -0.410804
0.874686 -0.505000
0.817107 -0.593663
0.750576 -0.675822
0.675822 -0.750576
0.593663 -0.817107
0.505000 -0.874686
0.410804 -0.922681
0.312107 -0.960567
0.209991 -0.987929
0.105574 -1.004467
0.000000 -1.010000
-0.105574 -1.004467
-0.209991 -0.987929
-0.312107 -0.960567
-0.410804 -0.922681
-0.505000 -0.874686
-0.593663 -0.817107
-0.675822 -0.750576
-0.750576 -0.675822
-0.817107 -0.593663
-0.874686 -0.505000
-0.922681 -0.410804
-0.960567 -0.312107
-0.987929 -0.209991
-1.004467 -0.105574
-1.010000 -0.000000
-1.004467 0.105574
-0.987929 0.209991
-0.960567 0.312107
-0.922681 0.410804
-0.874686 0.505000
-0.817107 0.593663
-0.750576 0.675822
-0.675822 0.750576
-0.593663 0.817107
-0.505000 0.874686
-0.410804 0.922681
-0.312107 0.960567
-0.209991 0.987929
-0.105574 1.004467
-0.000000 1.010000
0.105574 1.004467
0.209991 0.987929
0.312107 0.960567
0.410804 0.922681
0.505000 0.874686
0.593663 0.817107
0.675822 0.750576
0.750576 0.675822
0.817107 0.593663
0.874686 0.505000
0.922681 0.410804
0.960567 0.312107
0.987929 0.209991
1.004467 0.105574
1.010000 0.000000
1.022000 0.000000
1.016401 -0.106828
