"rho","u","v","p","Mach","T","Points:0","Points:1","Points:2"
1.2129,7.6039,12.365,1.0336e+05,0.042088,296.87,-1.0509,0.22338,0
1.2115,10.812,17.918,1.0318e+05,0.060639,296.71,-1.0218,0.33201,0
1.2096,15.108,22.716,1.0295e+05,0.079092,296.49,-0.98153,0.437,0
1.2073,20.316,26.546,1.0265e+05,0.096969,296.22,-0.93047,0.53721,0
1.2045,26.214,29.234,1.0231e+05,0.11397,295.91,-0.86922,0.63153,0
1.2015,32.55,30.654,1.0194e+05,0.12987,295.57,-0.79845,0.71892,0
1.1983,39.047,30.736,1.0155e+05,0.14443,295.21,-0.71892,0.79845,0
1.195,45.418,29.471,1.0114e+05,0.15746,294.85,-0.63153,0.86922,0
1.1918,51.379,26.908,1.0075e+05,0.16878,294.49,-0.53721,0.93047,0
1.1887,56.659,23.156,1.0038e+05,0.17823,294.16,-0.437,0.98153,0
1.1859,61.018,18.381,1.0004e+05,0.18566,293.86,-0.33201,1.0218,0
1.1835,64.252,12.797,99742,0.19095,293.6,-0.22338,1.0509,0
1.1814,66.21,6.6571,99501,0.19402,293.4,-0.11231,1.0685,0
1.1799,66.799,0.24282,99320,0.19481,293.26,-0,1.0744,0
1.1788,65.989,-6.1509,99201,0.19331,293.18,0.11231,1.0685,0
1.1781,63.82,-12.23,99143,0.18954,293.16,0.22338,1.0509,0
1.1779,60.394,-17.718,99144,0.18357,293.21,0.33201,1.0218,0
1.1781,55.874,-22.366,99199,0.17549,293.32,0.437,0.98153,0
1.1787,50.47,-25.97,99300,0.16546,293.49,0.53721,0.93047,0
1.1795,44.435,-28.378,99438,0.15364,293.7,0.63153,0.86922,0
1.1804,38.044,-29.498,99602,0.14022,293.95,0.71892,0.79845,0
1.1814,31.586,-29.299,99782,0.12542,294.23,0.79845,0.71892,0
1.1824,25.342,-27.814,99965,0.10948,294.52,0.86922,0.63153,0
1.1833,19.58,-25.133,1.0014e+05,0.092639,294.82,0.93047,0.53721,0
1.1841,14.534,-21.4,1.003e+05,0.075172,295.11,0.98153,0.437,0
1.1846,10.4,-16.799,1.0044e+05,0.057381,295.39,1.0218,0.33201,0
1.1846,7.3299,-11.545,1.0055e+05,0.039735,295.69,1.0509,0.22338,0
1.184,5.4274,-5.8707,1.0062e+05,0.023673,296.05,1.0685,0.11231,0
1.1835,4.778,-2.9584,1.0065e+05,0.016323,296.26,1.0744,0,0
1.1844,6.0451,2.8138,1.007e+05,0.019352,296.21,1.0993,0,0
1.1849,6.6733,5.582,1.0068e+05,0.025788,296,1.0933,-0.11491,0
1.1856,8.5049,10.974,1.0061e+05,0.040378,295.62,1.0753,-0.22856,0
1.1857,11.448,15.966,1.0051e+05,0.057071,295.3,1.0455,-0.3397,0
1.1854,15.404,20.339,1.0038e+05,0.074149,295,1.0043,-0.44712,0
1.1848,20.229,23.888,1.0022e+05,0.09103,294.69,0.95202,-0.54965,0
1.184,25.737,26.438,1.0005e+05,0.10737,294.38,0.88935,-0.64615,0
1.1832,31.704,27.853,99879,0.12287,294.08,0.81694,-0.73558,0
1.1823,37.877,28.045,99707,0.1373,293.8,0.73558,-0.81694,0
1.1814,43.987,26.982,99550,0.1504,293.54,0.64615,-0.88935,0
1.1807,49.759,24.691,99417,0.16196,293.33,0.54965,-0.95202,0
1.1802,54.929,21.258,99320,0.17178,293.16,0.44712,-1.0043,0
1.18,59.258,16.829,99266,0.1797,293.05,0.3397,-1.0455,0
1.1802,62.541,11.597,99264,0.18557,293,0.22856,-1.0753,0
1.1808,64.625,5.799,99318,0.1893,293.01,0.11491,-1.0933,0
1.1819,65.41,-0.30088,99430,0.19081,293.08,0,-1.0993,0
1.1834,64.859,-6.4222,99602,0.19008,293.21,-0.11491,-1.0933,0
1.1853,62.998,-12.283,99831,0.18713,293.4,-0.22856,-1.0753,0
1.1877,59.917,-17.616,1.0011e+05,0.182,293.64,-0.3397,-1.0455,0
1.1904,55.761,-22.176,1.0043e+05,0.17479,293.93,-0.44712,-1.0043,0
1.1933,50.721,-25.76,1.0079e+05,0.16561,294.25,-0.54965,-0.95202,0
1.1964,45.03,-28.209,1.0117e+05,0.15459,294.58,-0.64615,-0.88935,0
1.1995,38.944,-29.418,1.0155e+05,0.14191,294.93,-0.73558,-0.81694,0
1.2026,32.736,-29.339,1.0193e+05,0.12774,295.27,-0.81694,-0.73558,0
1.2055,26.68,-27.982,1.0229e+05,0.11227,295.59,-0.88935,-0.64615,0
1.2081,21.04,-25.413,1.0261e+05,0.095748,295.89,-0.95202,-0.54965,0
1.2103,16.058,-21.75,1.0289e+05,0.078416,296.15,-1.0043,-0.44712,0
1.2122,11.944,-17.159,1.0312e+05,0.060619,296.35,-1.0455,-0.3397,0
1.2135,8.8689,-11.845,1.0328e+05,0.042963,296.51,-1.0753,-0.22856,0
1.2142,6.9551,-6.0433,1.0338e+05,0.027289,296.6,-1.0933,-0.11491,0
1.2144,6.3006,-0.00013447,1.0341e+05,0.020306,296.64,-1.0993,-0,0
1.2142,6.955,6.0431,1.0338e+05,0.027288,296.6,-1.0933,0.11491,0
1.2135,8.8688,11.845,1.0328e+05,0.042962,296.51,-1.0753,0.22856,0
1.2122,11.944,17.159,1.0312e+05,0.060618,296.35,-1.0455,0.3397,0
1.2103,16.058,21.749,1.0289e+05,0.078415,296.15,-1.0043,0.44712,0
1.2081,21.04,25.412,1.0261e+05,0.095747,295.89,-0.95202,0.54965,0
1.2055,26.68,27.982,1.0229e+05,0.11227,295.59,-0.88935,0.64615,0
1.2026,32.736,29.339,1.0193e+05,0.12773,295.27,-0.81694,0.73558,0
1.1995,38.944,29.418,1.0155e+05,0.14191,294.93,-0.73558,0.81694,0
1.1964,45.03,28.209,1.0117e+05,0.15459,294.59,-0.64615,0.88935,0
1.1933,50.721,25.76,1.0079e+05,0.16561,294.25,-0.54965,0.95202,0
1.1903,55.76,22.176,1.0043e+05,0.17479,293.93,-0.44712,1.0043,0
1.1877,59.917,17.616,1.0011e+05,0.182,293.65,-0.3397,1.0455,0
1.1853,62.998,12.283,99831,0.18713,293.4,-0.22856,1.0753,0
1.1834,64.859,6.4222,99602,0.19008,293.21,-0.11491,1.0933,0
1.1819,65.41,0.30093,99430,0.19081,293.08,-0,1.0993,0
1.1808,64.625,-5.7989,99318,0.18929,293.01,0.11491,1.0933,0
1.1802,62.541,-11.597,99264,0.18557,293,0.22856,1.0753,0
1.18,59.258,-16.829,99266,0.1797,293.05,0.3397,1.0455,0
1.1802,54.929,-21.258,99320,0.17178,293.17,0.44712,1.0043,0
1.1807,49.759,-24.69,99418,0.16196,293.33,0.54965,0.95202,0
1.1814,43.987,-26.982,99550,0.1504,293.55,0.64615,0.88935,0
1.1823,37.877,-28.045,99707,0.1373,293.8,0.73558,0.81694,0
1.1831,31.704,-27.853,99879,0.12287,294.09,0.81694,0.73558,0
1.184,25.737,-26.438,1.0005e+05,0.10736,294.39,0.88935,0.64615,0
1.1848,20.229,-23.888,1.0022e+05,0.091028,294.7,0.95202,0.54965,0
1.1854,15.404,-20.338,1.0038e+05,0.074148,295,1.0043,0.44712,0
1.1857,11.448,-15.966,1.0051e+05,0.057069,295.31,1.0455,0.3397,0
1.1856,8.505,-10.974,1.0061e+05,0.040377,295.63,1.0753,0.22856,0
1.1849,6.6733,-5.5817,1.0068e+05,0.025788,296.01,1.0933,0.11491,0
1.1844,6.0451,-2.8135,1.007e+05,0.019352,296.22,1.0993,0,0
1.1852,7.4512,2.6626,1.0076e+05,0.022955,296.16,1.1292,0,0
1.1858,8.0576,5.2803,1.0074e+05,0.028507,295.95,1.123,-0.11803,0
1.1867,9.8161,10.377,1.0068e+05,0.04158,295.55,1.1045,-0.23476,0
1.1869,12.628,15.092,1.0058e+05,0.057181,295.2,1.0739,-0.34893,0
1.1867,16.397,19.219,1.0046e+05,0.073433,294.88,1.0315,-0.45927,0
1.1863,20.987,22.568,1.0031e+05,0.089634,294.57,0.97788,-0.56458,0
1.1857,26.221,24.973,1.0015e+05,0.10538,294.25,0.91351,-0.6637,0
1.1849,31.888,26.305,99983,0.12038,293.95,0.83913,-0.75555,0
1.1841,37.75,26.482,99820,0.13435,293.66,0.75555,-0.83913,0
1.1834,43.551,25.472,99671,0.14707,293.41,0.6637,-0.91351,0
1.1827,49.031,23.302,99544,0.1583,293.2,0.56458,-0.97788,0
1.1823,53.941,20.052,99451,0.16786,293.04,0.45927,-1.0315,0
1.1821,58.054,15.858,99399,0.17558,292.93,0.34893,-1.0739,0
1.1823,61.177,10.904,99395,0.18132,292.87,0.23476,-1.1045,0
1.1829,63.162,5.4123,99445,0.18497,292.88,0.11803,-1.123,0
1.1839,63.916,-0.36609,99550,0.18648,292.94,0,-1.1292,0
1.1853,63.403,-6.1662,99712,0.18582,293.07,-0.11803,-1.123,0
1.1871,61.647,-11.721,99928,0.18299,293.24,-0.23476,-1.1045,0
1.1893,58.733,-16.776,1.0019e+05,0.17805,293.47,-0.34893,-1.0739,0
1.1919,54.796,-21.1,1.005e+05,0.17108,293.74,-0.45927,-1.0315,0
1.1947,50.021,-24.499,1.0083e+05,0.16219,294.04,-0.56458,-0.97788,0
1.1976,44.625,-26.822,1.0119e+05,0.15152,294.36,-0.6637,-0.91351,0
1.2006,38.853,-27.969,1.0155e+05,0.13924,294.68,-0.75555,-0.83913,0
1.2035,32.963,-27.893,1.0191e+05,0.12552,295,-0.83913,-0.75555,0
1.2062,27.214,-26.605,1.0225e+05,0.11056,295.31,-0.91351,-0.6637,0
1.2087,21.858,-24.164,1.0256e+05,0.094601,295.59,-0.97788,-0.56458,0
1.2109,17.124,-20.685,1.0283e+05,0.077925,295.83,-1.0315,-0.45927,0
1.2126,13.212,-16.322,1.0304e+05,0.060929,296.03,-1.0739,-0.34893,0
1.2138,10.284,-11.27,1.032e+05,0.044359,296.18,-1.1045,-0.23476,0
1.2146,8.456,-5.7519,1.0329e+05,0.030264,296.27,-1.123,-0.11803,0
1.2148,7.8289,-0.00012994,1.0332e+05,0.024221,296.3,-1.1292,-0,0
1.2146,8.456,5.7516,1.0329e+05,0.030264,296.27,-1.123,0.11803,0
1.2138,10.284,11.27,1.032e+05,0.044358,296.18,-1.1045,0.23476,0
1.2126,13.212,16.322,1.0304e+05,0.060929,296.03,-1.0739,0.34893,0
1.2109,17.124,20.684,1.0283e+05,0.077924,295.83,-1.0315,0.45927,0
1.2087,21.858,24.164,1.0256e+05,0.0946,295.59,-0.97788,0.56458,0
1.2062,27.214,26.604,1.0225e+05,0.11056,295.31,-0.91351,0.6637,0
1.2035,32.962,27.893,1.0191e+05,0.12552,295.01,-0.83913,0.75555,0
1.2006,38.853,27.969,1.0155e+05,0.13924,294.68,-0.75555,0.83913,0
1.1976,44.625,26.822,1.0119e+05,0.15152,294.36,-0.6637,0.91351,0
1.1946,50.021,24.499,1.0083e+05,0.16219,294.04,-0.56458,0.97788,0
1.1919,54.796,21.1,1.005e+05,0.17108,293.74,-0.45927,1.0315,0
1.1893,58.733,16.776,1.0019e+05,0.17804,293.47,-0.34893,1.0739,0
1.1871,61.647,11.721,99928,0.18298,293.25,-0.23476,1.1045,0
1.1853,63.403,6.1662,99712,0.18581,293.07,-0.11803,1.123,0
1.1838,63.916,0.36615,99551,0.18648,292.95,-0,1.1292,0
1.1829,63.162,-5.4122,99445,0.18497,292.88,0.11803,1.123,0
1.1823,61.176,-10.904,99395,0.18132,292.88,0.23476,1.1045,0
1.1821,58.054,-15.858,99399,0.17558,292.93,0.34893,1.0739,0
1.1823,53.941,-20.051,99451,0.16786,293.04,0.45927,1.0315,0
1.1827,49.031,-23.301,99544,0.1583,293.21,0.56458,0.97788,0
1.1834,43.551,-25.472,99671,0.14707,293.42,0.6637,0.91351,0
1.1841,37.75,-26.482,99820,0.13435,293.67,0.75555,0.83913,0
1.1849,31.888,-26.305,99983,0.12038,293.95,0.83913,0.75555,0
1.1857,26.221,-24.972,1.0015e+05,0.10538,294.26,0.91351,0.6637,0
1.1863,20.987,-22.568,1.0031e+05,0.089631,294.57,0.97788,0.56458,0
1.1867,16.397,-19.219,1.0046e+05,0.073431,294.89,1.0315,0.45927,0
1.1869,12.628,-15.092,1.0058e+05,0.057179,295.21,1.0739,0.34893,0
1.1867,9.8161,-10.377,1.0068e+05,0.041579,295.55,1.1045,0.23476,0
1.1858,8.0576,-5.28,1.0074e+05,0.028507,295.95,1.123,0.11803,0
1.1852,7.4513,-2.6623,1.0076e+05,0.022955,296.17,1.1292,0,0
1.1862,8.9962,2.5041,1.0082e+05,0.027084,296.1,1.165,0,0
1.1868,9.5798,4.9639,1.008e+05,0.031824,295.87,1.1586,-0.12178,0
1.1878,11.262,9.7502,1.0074e+05,0.043392,295.46,1.1395,-0.24221,0
1.1882,13.936,14.172,1.0065e+05,0.057778,295.09,1.108,-0.36,0
1.1882,17.508,18.038,1.0054e+05,0.073084,294.76,1.0643,-0.47384,0
1.1879,21.849,21.171,1.004e+05,0.0885,294.44,1.0089,-0.58249,0
1.1874,26.792,23.417,1.0025e+05,0.10357,294.12,0.9425,-0.68476,0
1.1867,32.138,24.656,1.0009e+05,0.11797,293.83,0.86576,-0.77953,0
1.186,37.664,24.811,99939,0.13142,293.55,0.77953,-0.86576,0
1.1853,43.129,23.855,99798,0.14368,293.31,0.68476,-0.9425,0
1.1847,48.291,21.809,99679,0.15453,293.1,0.58249,-1.0089,0
1.1843,52.917,18.752,99591,0.16378,292.94,0.47384,-1.0643,0
1.1842,56.792,14.809,99541,0.17125,292.84,0.36,-1.108,0
1.1843,59.736,10.153,99536,0.17682,292.78,0.24221,-1.1395,0
1.1849,61.611,4.9928,99582,0.18038,292.78,0.12178,-1.1586,0
1.1858,62.329,-0.43791,99680,0.18187,292.84,0,-1.165,0
1.1871,61.854,-5.8898,99830,0.18126,292.96,-0.12178,-1.1586,0
1.1889,60.209,-11.112,1.0003e+05,0.17856,293.12,-0.24221,-1.1395,0
1.1909,57.473,-15.865,1.0028e+05,0.17382,293.33,-0.36,-1.108,0
1.1933,53.774,-19.932,1.0057e+05,0.16712,293.58,-0.47384,-1.0643,0
1.1959,49.284,-23.129,1.0088e+05,0.15856,293.86,-0.58249,-1.0089,0
1.1987,44.208,-25.314,1.0122e+05,0.14829,294.16,-0.68476,-0.9425,0
1.2015,38.776,-26.392,1.0156e+05,0.13646,294.46,-0.77953,-0.86576,0
1.2042,33.231,-26.32,1.0189e+05,0.12326,294.77,-0.86576,-0.77953,0
1.2068,27.817,-25.104,1.0221e+05,0.10889,295.05,-0.9425,-0.68476,0
1.2092,22.77,-22.804,1.025e+05,0.0936,295.32,-1.0089,-0.58249,0
1.2112,18.307,-19.523,1.0275e+05,0.077704,295.54,-1.0643,-0.47384,0
1.2128,14.615,-15.409,1.0296e+05,0.061666,295.73,-1.108,-0.36,0
1.214,11.848,-10.643,1.0311e+05,0.04636,295.87,-1.1395,-0.24221,0
1.2147,10.116,-5.4335,1.0319e+05,0.033889,295.96,-1.1586,-0.12178,0
1.2149,9.5188,-0.00012469,1.0322e+05,0.02874,295.99,-1.165,-0,0
1.2147,10.116,5.4332,1.0319e+05,0.033889,295.96,-1.1586,0.12178,0
1.214,11.848,10.643,1.0311e+05,0.04636,295.87,-1.1395,0.24221,0
1.2128,14.615,15.409,1.0296e+05,0.061666,295.73,-1.108,0.36,0
1.2112,18.307,19.523,1.0275e+05,0.077703,295.54,-1.0643,0.47384,0
1.2092,22.77,22.804,1.025e+05,0.093599,295.32,-1.0089,0.58249,0
1.2068,27.817,25.104,1.0221e+05,0.10889,295.05,-0.9425,0.68476,0
1.2042,33.231,26.319,1.0189e+05,0.12326,294.77,-0.86576,0.77953,0
1.2015,38.776,26.392,1.0156e+05,0.13646,294.47,-0.77953,0.86576,0
1.1987,44.208,25.314,1.0122e+05,0.14829,294.16,-0.68476,0.9425,0
1.1959,49.284,23.129,1.0088e+05,0.15856,293.86,-0.58249,1.0089,0
1.1933,53.774,19.932,1.0057e+05,0.16712,293.59,-0.47384,1.0643,0
1.1909,57.473,15.865,1.0028e+05,0.17382,293.34,-0.36,1.108,0
1.1888,60.209,11.112,1.0003e+05,0.17856,293.12,-0.24221,1.1395,0
1.1871,61.853,5.8898,99830,0.18126,292.96,-0.12178,1.1586,0
1.1858,62.329,0.43798,99680,0.18187,292.84,-0,1.165,0
1.1849,61.611,-4.9926,99582,0.18038,292.79,0.12178,1.1586,0
1.1843,59.736,-10.153,99536,0.17682,292.78,0.24221,1.1395,0
1.1842,56.792,-14.809,99541,0.17125,292.84,0.36,1.108,0
1.1843,52.916,-18.752,99591,0.16377,292.95,0.47384,1.0643,0
1.1847,48.291,-21.809,99679,0.15453,293.11,0.58249,1.0089,0
1.1853,43.129,-23.854,99798,0.14368,293.31,0.68476,0.9425,0
1.186,37.664,-24.811,99939,0.13142,293.56,0.77953,0.86576,0
1.1867,32.138,-24.656,1.0009e+05,0.11797,293.83,0.86576,0.77953,0
1.1873,26.792,-23.416,1.0025e+05,0.10357,294.13,0.9425,0.68476,0
1.1878,21.849,-21.171,1.004e+05,0.088498,294.45,1.0089,0.58249,0
1.1882,17.508,-18.038,1.0054e+05,0.073083,294.77,1.0643,0.47384,0
1.1882,13.936,-14.172,1.0065e+05,0.057777,295.1,1.108,0.36,0
1.1878,11.262,-9.75,1.0074e+05,0.043391,295.46,1.1395,0.24221,0
1.1868,9.5798,-4.9636,1.008e+05,0.031824,295.88,1.1586,0.12178,0
1.1862,8.9962,-2.5038,1.0082e+05,0.027084,296.1,1.165,0,0
1.1872,10.675,2.3388,1.0088e+05,0.031692,296.02,1.208,0,0
1.1879,11.234,4.6337,1.0086e+05,0.035714,295.79,1.2014,-0.12627,0
1.189,12.836,9.0956,1.0081e+05,0.045844,295.35,1.1816,-0.25115,0
1.1896,15.366,13.211,1.0072e+05,0.058931,294.97,1.1489,-0.37329,0
1.1897,18.733,16.802,1.0062e+05,0.073178,294.64,1.1036,-0.49133,0
1.1895,22.813,19.705,1.0049e+05,0.087704,294.31,1.0461,-0.604,0
1.1891,27.448,21.78,1.0035e+05,0.102,294,0.97728,-0.71004,0
1.1885,32.454,22.918,1.0021e+05,0.11572,293.72,0.89771,-0.8083,0
1.1879,37.622,23.047,1.0006e+05,0.12857,293.45,0.8083,-0.89771,0
1.1873,42.729,22.142,99931,0.14031,293.22,0.71004,-0.97728,0
1.1867,47.55,20.226,99820,0.15071,293.03,0.604,-1.0461,0
1.1863,51.869,17.371,99737,0.15958,292.87,0.49133,-1.1036,0
1.1862,55.487,13.693,99690,0.16676,292.77,0.37329,-1.1489,0
1.1864,58.237,9.3531,99685,0.17212,292.72,0.25115,-1.1816,0
1.1869,59.99,4.5444,99726,0.17556,292.72,0.12627,-1.2014,0
1.1877,60.664,-0.51525,99816,0.17702,292.77,0,-1.208,0
1.1889,60.226,-5.5946,99955,0.17646,292.88,-0.12627,-1.2014,0
1.1905,58.697,-10.461,1.0014e+05,0.17389,293.03,-0.25115,-1.1816,0
1.1925,56.15,-14.89,1.0037e+05,0.16937,293.22,-0.37329,-1.1489,0
1.1947,52.704,-18.68,1.0064e+05,0.16296,293.46,-0.49133,-1.1036,0
1.1971,48.518,-21.658,1.0093e+05,0.15478,293.71,-0.604,-1.0461,0
1.1997,43.785,-23.694,1.0124e+05,0.14495,293.99,-0.71004,-0.97728,0
1.2023,38.717,-24.697,1.0156e+05,0.13364,294.27,-0.8083,-0.89771,0
1.2049,33.542,-24.627,1.0187e+05,0.12103,294.55,-0.89771,-0.8083,0
1.2073,28.488,-23.489,1.0217e+05,0.10733,294.82,-0.97728,-0.71004,0
1.2095,23.774,-21.339,1.0244e+05,0.092823,295.06,-1.0461,-0.604,0
1.2114,19.602,-18.272,1.0268e+05,0.077841,295.28,-1.1036,-0.49133,0
1.2129,16.149,-14.425,1.0287e+05,0.062917,295.45,-1.1489,-0.37329,0
1.214,13.556,-9.9663,1.03e+05,0.049015,295.58,-1.1816,-0.25115,0
1.2146,11.927,-5.0895,1.0309e+05,0.038146,295.66,-1.2014,-0.12627,0
1.2148,11.364,-0.00011873,1.0312e+05,0.033812,295.69,-1.208,-0,0
1.2146,11.927,5.0893,1.0309e+05,0.038146,295.66,-1.2014,0.12627,0
1.214,13.556,9.9661,1.03e+05,0.049014,295.58,-1.1816,0.25115,0
1.2129,16.148,14.425,1.0287e+05,0.062916,295.45,-1.1489,0.37329,0
1.2114,19.602,18.272,1.0268e+05,0.07784,295.28,-1.1036,0.49133,0
1.2095,23.774,21.338,1.0244e+05,0.092822,295.06,-1.0461,0.604,0
1.2073,28.488,23.489,1.0217e+05,0.10733,294.82,-0.97728,0.71004,0
1.2049,33.542,24.627,1.0187e+05,0.12103,294.55,-0.89771,0.8083,0
1.2023,38.717,24.697,1.0156e+05,0.13364,294.27,-0.8083,0.89771,0
1.1997,43.784,23.694,1.0124e+05,0.14495,293.99,-0.71004,0.97728,0
1.1971,48.518,21.658,1.0093e+05,0.15478,293.72,-0.604,1.0461,0
1.1947,52.703,18.68,1.0064e+05,0.16296,293.46,-0.49133,1.1036,0
1.1925,56.15,14.89,1.0037e+05,0.16937,293.23,-0.37329,1.1489,0
1.1905,58.697,10.461,1.0014e+05,0.17389,293.03,-0.25115,1.1816,0
1.1889,60.226,5.5947,99955,0.17646,292.88,-0.12627,1.2014,0
1.1877,60.663,0.51533,99816,0.17702,292.77,-0,1.208,0
1.1868,59.99,-4.5442,99726,0.17556,292.72,0.12627,1.2014,0
1.1863,58.236,-9.3529,99685,0.17212,292.72,0.25115,1.1816,0
1.1862,55.487,-13.693,99690,0.16676,292.77,0.37329,1.1489,0
1.1863,51.869,-17.37,99737,0.15958,292.88,0.49133,1.1036,0
1.1867,47.55,-20.226,99820,0.1507,293.03,0.604,1.0461,0
1.1872,42.729,-22.142,99931,0.14031,293.23,0.71004,0.97728,0
1.1879,37.622,-23.046,1.0006e+05,0.12857,293.46,0.8083,0.89771,0
1.1885,32.454,-22.917,1.0021e+05,0.11572,293.72,0.89771,0.8083,0
1.189,27.448,-21.78,1.0035e+05,0.102,294.01,0.97728,0.71004,0
1.1894,22.813,-19.705,1.0049e+05,0.087703,294.32,1.0461,0.604,0
1.1896,18.733,-16.802,1.0062e+05,0.073177,294.64,1.1036,0.49133,0
1.1895,15.366,-13.21,1.0072e+05,0.058929,294.98,1.1489,0.37329,0
1.189,12.836,-9.0953,1.0081e+05,0.045843,295.36,1.1816,0.25115,0
1.1879,11.234,-4.6334,1.0086e+05,0.035713,295.79,1.2014,0.12627,0
1.1872,10.675,-2.3385,1.0088e+05,0.031692,296.03,1.208,0,0
1.1882,12.475,2.168,1.0094e+05,0.036724,295.93,1.2596,0,0
1.189,13.01,4.2926,1.0092e+05,0.040129,295.68,1.2527,-0.13166,0
1.1903,14.529,8.4193,1.0087e+05,0.048932,295.23,1.2321,-0.26188,0
1.1909,16.91,12.217,1.0079e+05,0.060687,294.84,1.1979,-0.38923,0
1.1911,20.063,15.522,1.007e+05,0.073788,294.5,1.1507,-0.51232,0
1.191,23.871,18.187,1.0058e+05,0.087329,294.19,1.0908,-0.62979,0
1.1907,28.187,20.082,1.0045e+05,0.10077,293.89,1.019,-0.74037,0
1.1903,32.838,21.111,1.0032e+05,0.11372,293.62,0.93606,-0.84283,0
1.1897,37.631,21.209,1.0019e+05,0.12589,293.37,0.84283,-0.93606,0
1.1892,42.362,20.356,1.0007e+05,0.13703,293.15,0.74037,-1.019,0
1.1887,46.823,18.572,99965,0.14691,292.97,0.62979,-1.0908,0
1.1883,50.816,15.925,99888,0.15536,292.83,0.51232,-1.1507,0
1.1882,54.16,12.523,99844,0.1622,292.73,0.38923,-1.1979,0
1.1883,56.701,8.5131,99839,0.16731,292.68,0.26188,-1.2321,0
1.1888,58.321,4.0733,99876,0.1706,292.68,0.13166,-1.2527,0
1.1896,58.945,-0.59621,99958,0.172,292.73,0,-1.2596,0
1.1907,58.542,-5.2829,1.0009e+05,0.17149,292.82,-0.13166,-1.2527,0
1.1922,57.132,-9.7724,1.0026e+05,0.16906,292.96,-0.26188,-1.2321,0
1.1939,54.781,-13.859,1.0047e+05,0.16476,293.14,-0.38923,-1.1979,0
1.196,51.6,-17.355,1.0071e+05,0.15867,293.35,-0.51232,-1.1507,0
1.1982,47.734,-20.102,1.0098e+05,0.1509,293.59,-0.62979,-1.0908,0
1.2006,43.362,-21.978,1.0127e+05,0.14157,293.84,-0.74037,-1.019,0
1.203,38.679,-22.9,1.0156e+05,0.13083,294.1,-0.84283,-0.93606,0
1.2054,33.896,-22.831,1.0185e+05,0.11889,294.36,-0.93606,-0.84283,0
1.2076,29.223,-21.775,1.0212e+05,0.10597,294.6,-1.019,-0.74037,0
1.2096,24.862,-19.782,1.0237e+05,0.092352,294.83,-1.0908,-0.62979,0
1.2114,21,-16.941,1.0259e+05,0.078415,295.03,-1.1507,-0.51232,0
1.2128,17.8,-13.377,1.0277e+05,0.06474,295.19,-1.1979,-0.38923,0
1.2138,15.394,-9.2454,1.0289e+05,0.05233,295.31,-1.2321,-0.26188,0
1.2144,13.877,-4.7229,1.0297e+05,0.042986,295.38,-1.2527,-0.13166,0
1.2146,13.351,-0.0001117,1.03e+05,0.039371,295.41,-1.2596,-0,0
1.2144,13.877,4.7227,1.0297e+05,0.042986,295.38,-1.2527,0.13166,0
1.2138,15.394,9.2452,1.0289e+05,0.052329,295.31,-1.2321,0.26188,0
1.2128,17.8,13.377,1.0277e+05,0.064739,295.19,-1.1979,0.38923,0
1.2114,21,16.941,1.0259e+05,0.078414,295.03,-1.1507,0.51232,0
1.2096,24.862,19.782,1.0237e+05,0.092351,294.83,-1.0908,0.62979,0
1.2076,29.223,21.775,1.0212e+05,0.10597,294.61,-1.019,0.74037,0
1.2054,33.896,22.831,1.0185e+05,0.11889,294.36,-0.93606,0.84283,0
1.203,38.679,22.9,1.0156e+05,0.13083,294.1,-0.84283,0.93606,0
1.2006,43.362,21.978,1.0127e+05,0.14156,293.85,-0.74037,1.019,0
1.1982,47.734,20.102,1.0098e+05,0.1509,293.59,-0.62979,1.0908,0
1.196,51.6,17.355,1.0071e+05,0.15867,293.36,-0.51232,1.1507,0
1.1939,54.781,13.859,1.0047e+05,0.16476,293.14,-0.38923,1.1979,0
1.1922,57.132,9.7725,1.0026e+05,0.16906,292.97,-0.26188,1.2321,0
1.1907,58.542,5.283,1.0009e+05,0.17149,292.83,-0.13166,1.2527,0
1.1896,58.944,0.5963,99958,0.172,292.73,-0,1.2596,0
1.1888,58.321,-4.0732,99876,0.1706,292.68,0.13166,1.2527,0
1.1883,56.7,-8.513,99839,0.16731,292.68,0.26188,1.2321,0
1.1882,54.16,-12.523,99844,0.1622,292.73,0.38923,1.1979,0
1.1883,50.816,-15.925,99888,0.15535,292.83,0.51232,1.1507,0
1.1887,46.823,-18.572,99965,0.14691,292.97,0.62979,1.0908,0
1.1891,42.361,-20.355,1.0007e+05,0.13703,293.15,0.74037,1.019,0
1.1897,37.631,-21.209,1.0019e+05,0.12589,293.37,0.84283,0.93606,0
1.1902,32.838,-21.111,1.0032e+05,0.11372,293.62,0.93606,0.84283,0
1.1907,28.187,-20.082,1.0045e+05,0.10077,293.9,1.019,0.74037,0
1.191,23.871,-18.186,1.0058e+05,0.087329,294.19,1.0908,0.62979,0
1.1911,20.063,-15.522,1.007e+05,0.073787,294.51,1.1507,0.51232,0
1.1909,16.91,-12.217,1.0079e+05,0.060686,294.85,1.1979,0.38923,0
1.1902,14.529,-8.419,1.0087e+05,0.048931,295.23,1.2321,0.26188,0
1.189,13.01,-4.2924,1.0092e+05,0.040129,295.69,1.2527,0.13166,0
1.1882,12.475,-2.1677,1.0094e+05,0.036724,295.93,1.2596,0,0
1.1893,14.381,1.9941,1.0099e+05,0.042114,295.82,1.3215,0,0
