"rho","u","v","p","Mach","T","Points:0","Points:1","Points:2"
1.4818,238.76,293.41,1.5759e+05,1.0345,354.87,-11.12,7.6511,0
0.66106,410.48,271.72,58262,1.4312,302.52,-10.785,7.7272,0
0.3937,508.22,179.71,31731,1.6193,279.18,-10.512,7.7573,0
0.28875,557.42,96.339,22208,1.7304,267.43,-10.253,7.7661,0
0.24588,579.65,35.186,18571,1.7878,263.09,-10,7.7683,0
0.23248,585.34,-2.066,17660,1.7953,264.71,-9.748,7.7674,0
0.23502,580.02,-18.885,18229,1.7614,270.23,-9.4924,7.762,0
0.24544,565.8,-21.666,19572,1.6953,277.76,-9.2273,7.744,0
0.21812,545.33,-50.107,17846,1.6192,285.7,-8.9265,7.7021,0
0.18002,468.86,-65.023,16030,1.349,310.97,-8.6463,7.5458,0
0.17346,322.08,-31.668,17813,0.86456,358.46,-8.403,7.3877,0
0.16744,173.51,0.39532,19201,0.43994,400.18,-8.1725,7.2261,0
0.16429,56.524,25.833,19656,0.19083,416.88,-7.946,7.0639,0
0.16823,-24.505,47.411,19902,0.15742,412.23,-7.7206,6.9014,0
0.17306,-72.721,62.992,20065,0.24022,403.94,-7.4955,6.739,0
0.17551,-98.14,72.134,20188,0.30366,400.7,-7.2705,6.5765,0
0.17666,-109.82,76.41,20298,0.33358,400.26,-7.0455,6.414,0
0.17741,-114,77.576,20407,0.34361,400.73,-6.8205,6.2515,0
0.17804,-114.39,76.919,20517,0.3432,401.46,-6.5955,6.089,0
0.17865,-112.83,75.043,20632,0.33701,402.34,-6.3705,5.9265,0
0.1793,-110.09,72.092,20761,0.32686,403.39,-6.1455,5.764,0
0.18002,-106.37,68.021,20910,0.31314,404.64,-5.9205,5.6015,0
0.18081,-101.61,62.795,21079,0.29569,406.13,-5.6955,5.439,0
0.18157,-95.653,56.491,21256,0.27445,407.82,-5.4705,5.2765,0
0.18222,-88.43,49.167,21431,0.24941,409.72,-5.2455,5.114,0
0.18251,-79.83,41.417,21568,0.22117,411.67,-5.0205,4.9515,0
0.1823,-70.189,33.875,21639,0.19124,413.52,-4.7955,4.789,0
0.1816,-60.135,26.748,21645,0.16117,415.24,-4.5705,4.6265,0
0.18049,-50.128,20.096,21596,0.13202,416.82,-4.3455,4.464,0
0.17912,-40.5,13.678,21508,0.10438,418.3,-4.1205,4.3015,0
0.17757,-31.264,7.163,21396,0.078466,419.76,-3.8955,4.139,0
0.17579,-22.13,0.48676,21255,0.055442,421.21,-3.6705,3.9765,0
0.17366,-12.854,-6.1868,21074,0.040781,422.75,-3.4455,3.814,0
0.17117,-3.4228,-12.61,20850,0.039703,424.35,-3.2205,3.6515,0
0.16843,5.9416,-18.609,20590,0.051149,425.88,-2.9955,3.489,0
0.16561,14.948,-24.072,20306,0.06981,427.16,-2.7705,3.3265,0
0.16275,23.367,-28.754,20009,0.089923,428.3,-2.5455,3.164,0
0.15999,30.896,-32.144,19706,0.10769,429.09,-2.3205,3.0015,0
0.15764,36.936,-33.426,19414,0.12017,429.03,-2.0955,2.839,0
0.15593,40.443,-31.405,19161,0.12364,428.08,-1.8705,2.6765,0
0.15489,39.989,-24.68,18976,0.11398,426.81,-1.6455,2.514,0
0.15438,34.211,-12.169,18886,0.091172,426.17,-1.4205,2.3515,0
0.1539,22.21,7.0121,18896,0.07296,427.72,-1.1955,2.1889,0
0.1527,3.6011,33.709,18982,0.094531,433.07,-0.97045,2.0263,0
0.15166,-21.436,68.423,19080,0.17286,438.28,-0.74536,1.8633,0
0.15325,-52.042,111.35,19055,0.29561,433.3,-0.52004,1.6987,0
0.15717,-86.99,164.11,18637,0.45757,413.38,-0.2939,1.5284,0
0.16131,-116.76,230.05,17835,0.65802,385.42,-0.067272,1.3398,0
0.16329,-128.12,266.74,17384,0.76649,370.94,0.17394,1.0983,0
0.23366,-37.3,247.19,25853,0.63523,385.44,0.21098,1.1192,0
0.24622,-39.617,215.18,27696,0.55269,391.54,0.28496,0.79299,0
0.26928,-48.53,156.37,31139,0.4092,402.65,0.31831,0.51682,0
0.28938,-65.477,102.46,34260,0.30501,412.28,0.32972,0.25535,0
0.3085,-101.51,43.35,37271,0.28553,420.74,0.33249,-0,0
0.30863,-104.46,-23.074,37612,0.27587,424.53,0.32972,-0.25535,0
0.28858,-73.17,-89.945,34901,0.29026,421.18,0.31831,-0.51682,0
0.26414,-60.276,-160.73,31261,0.42503,411.98,0.28496,-0.79299,0
0.21549,-107.46,-222.8,24261,0.63482,389.56,0.21098,-1.1192,0
0.17785,-155.89,-229.73,19302,0.71274,378.2,-0.028363,-1.3748,0
0.17505,-137.59,-194.56,19720,0.60101,392.52,-0.25535,-1.5729,0
0.17294,-107.89,-160.22,20362,0.47661,410.36,-0.48205,-1.7478,0
0.16841,-80.056,-128.77,20577,0.36733,425.84,-0.70765,-1.9143,0
0.16445,-54.702,-98.216,20555,0.2693,435.5,-0.93284,-2.078,0
0.16261,-32.509,-69.292,20438,0.18321,437.86,-1.1579,-2.2408,0
0.16242,-14.462,-43.578,20321,0.11274,435.86,-1.3829,-2.4034,0
0.16285,-1.3134,-22.268,20266,0.067381,433.55,-1.6079,-2.566,0
0.1634,6.7047,-5.9681,20309,0.048042,432.99,-1.8329,-2.7285,0
0.16414,9.8774,5.2411,20455,0.040913,434.14,-2.0579,-2.891,0
0.16564,8.6787,11.498,20688,0.040829,435.11,-2.2829,-3.0535,0
0.16817,4.2162,13.49,20983,0.043465,434.66,-2.5079,-3.216,0
0.17126,-2.1048,12.439,21305,0.043368,433.38,-2.7329,-3.3785,0
0.17445,-9.4012,9.3574,21623,0.04386,431.82,-2.9579,-3.541,0
0.17752,-17.115,5.0032,21915,0.04927,430.08,-3.1829,-3.7035,0
0.1803,-24.951,-0.074081,22172,0.062277,428.39,-3.4079,-3.866,0
0.1827,-32.751,-5.5305,22388,0.080856,426.9,-3.6329,-4.0285,0
0.18474,-40.444,-11.147,22562,0.1017,425.47,-3.8579,-4.191,0
0.18646,-48.069,-16.763,22699,0.12343,424.08,-4.0829,-4.3535,0
0.1879,-55.751,-22.289,22801,0.14573,422.74,-4.3079,-4.516,0
0.18908,-63.623,-27.75,22872,0.16871,421.41,-4.5329,-4.6785,0
0.18996,-71.626,-33.338,22905,0.19233,420.06,-4.7579,-4.841,0
0.19047,-79.527,-39.193,22889,0.21619,418.64,-4.9829,-5.0035,0
0.19059,-87.041,-45.274,22823,0.23966,417.17,-5.2079,-5.166,0
0.1903,-93.748,-51.487,22706,0.26174,415.65,-5.4329,-5.3285,0
0.18972,-99.369,-57.425,22555,0.28135,414.16,-5.6579,-5.491,0
0.18901,-103.9,-62.595,22396,0.29785,412.78,-5.8829,-5.6535,0
0.18824,-107.29,-66.824,22238,0.31082,411.56,-6.1079,-5.816,0
0.18746,-109.34,-69.951,22089,0.31958,410.5,-6.3329,-5.9785,0
0.18668,-109.52,-71.8,21951,0.32278,409.63,-6.5579,-6.141,0
0.18592,-106.7,-71.994,21827,0.31749,408.99,-6.7829,-6.3035,0
0.18503,-98.447,-69.697,21721,0.29761,408.95,-7.0079,-6.466,0
0.18352,-80.661,-63.761,21626,0.25369,410.54,-7.2329,-6.6285,0
0.18025,-47.379,-53.087,21524,0.18038,416.05,-7.458,-6.791,0
0.17525,9.1875,-37.485,21386,0.13848,425.21,-7.6832,-6.9534,0
0.17331,95.378,-18.672,21184,0.24919,425.94,-7.9091,-7.1158,0
0.17929,210.23,0.29328,20793,0.52697,404.84,-8.137,-7.2778,0
0.18785,348.67,22.823,19436,0.92825,361.33,-8.3709,-7.4387,0
0.19609,482.77,49.613,17410,1.3859,310.17,-8.6208,-7.5951,0
0.22717,555.96,43.137,18130,1.6678,278.93,-8.9099,-7.7477,0
0.24964,577.62,22.881,19174,1.7634,267.57,-9.217,-7.7983,0
0.24669,587.73,14.136,18436,1.8176,260.43,-9.4873,-7.8227,0
0.25513,587.08,-11.932,18843,1.827,257.34,-9.7462,-7.8311,0
0.28136,575.38,-57.146,20917,1.7956,258.78,-10.001,-7.8326,0
0.3389,548.19,-121.55,25911,1.7239,265.62,-10.257,-7.8287,0
0.45981,496.22,-202.04,37038,1.6096,278.96,-10.52,-7.8149,0
0.7259,404.23,-286.21,63405,1.4402,300.86,-10.8,-7.7743,0
1.5111,239.34,-296.7,1.5986e+05,1.0447,353.12,-11.144,-7.6811,0
2.1854,121.28,-253.52,2.4811e+05,0.70534,395.39,-11.356,-7.3616,0
2.2986,103.18,-231.32,2.6478e+05,0.63088,401.25,-11.502,-7.0704,0
2.3685,91.346,-215,2.7572e+05,0.57875,405.52,-11.618,-6.7837,0
2.4221,81.821,-201.54,2.8432e+05,0.53665,408.91,-11.722,-6.4987,0
2.4659,73.811,-189.62,2.9144e+05,0.50029,411.72,-11.819,-6.2132,0
2.5039,66.656,-178.69,2.9768e+05,0.46752,414.16,-11.912,-5.9267,0
2.5376,60.235,-168.34,3.0325e+05,0.43714,416.31,-12,-5.6388,0
2.5673,54.501,-158.45,3.0819e+05,0.40876,418.2,-12.083,-5.3496,0
2.5943,49.174,-148.93,3.1271e+05,0.38182,419.91,-12.162,-5.0593,0
2.619,44.311,-139.65,3.1684e+05,0.35603,421.45,-12.237,-4.7677,0
2.6411,39.928,-130.59,3.2056e+05,0.33129,422.83,-12.307,-4.4751,0
2.6615,35.818,-121.67,3.24e+05,0.30725,424.09,-12.373,-4.1814,0
2.6801,32.058,-112.83,3.2715e+05,0.28376,425.25,-12.434,-3.8868,0
2.6968,28.689,-104.11,3.2999e+05,0.26093,426.27,-12.491,-3.5913,0
2.7121,25.541,-95.524,3.3259e+05,0.23866,427.22,-12.543,-3.2949,0
2.7261,22.631,-86.946,3.3499e+05,0.21663,428.08,-12.591,-2.9978,0
2.7387,20.096,-78.332,3.3714e+05,0.19482,428.85,-12.634,-2.7,0
2.7497,17.9,-69.735,3.3902e+05,0.17331,429.51,-12.673,-2.4016,0
2.7595,15.915,-61.16,3.407e+05,0.15203,430.11,-12.707,-2.1026,0
2.768,14.201,-52.608,3.4216e+05,0.13101,430.63,-12.737,-1.8031,0
2.7752,12.765,-44.065,3.4341e+05,0.11026,431.07,-12.762,-1.5032,0
2.7811,11.591,-35.486,3.4444e+05,0.089708,431.45,-12.782,-1.203,0
2.7857,10.694,-26.868,3.4525e+05,0.069525,431.75,-12.798,-0.90249,0
2.789,10.061,-18.245,3.4585e+05,0.050258,431.99,-12.81,-0.60178,0
2.7907,9.7032,-9.5766,3.4623e+05,0.033585,432.21,-12.817,-0.30092,0
2.7945,9.6428,-0.84949,3.4642e+05,0.025501,431.84,-12.819,0,0
2.7966,9.7926,7.9248,3.4634e+05,0.031401,431.43,-12.817,0.30092,0
2.7936,10.103,16.678,3.4599e+05,0.047142,431.45,-12.81,0.60178,0
2.7901,10.71,25.373,3.4542e+05,0.066271,431.29,-12.798,0.90249,0
2.7854,11.586,34.059,3.4464e+05,0.0865,431.04,-12.782,1.203,0
2.7795,12.742,42.703,3.4364e+05,0.10715,430.7,-12.762,1.5032,0
2.7724,14.163,51.311,3.4243e+05,0.12804,430.28,-12.737,1.8031,0
2.764,15.863,59.927,3.4099e+05,0.14919,429.77,-12.707,2.1026,0
2.7543,17.837,68.565,3.3933e+05,0.17061,429.19,-12.673,2.4016,0
2.7433,20.024,77.224,3.3746e+05,0.19226,428.53,-12.634,2.7,0
2.7309,22.551,85.9,3.3533e+05,0.21422,427.77,-12.591,2.9978,0
2.7168,25.453,94.539,3.3293e+05,0.23639,426.91,-12.543,3.2949,0
2.7016,28.596,103.19,3.3033e+05,0.25882,425.96,-12.491,3.5913,0
2.6849,31.963,111.97,3.275e+05,0.28179,424.93,-12.434,3.8868,0
2.6663,35.721,120.87,3.2435e+05,0.30543,423.78,-12.373,4.1814,0
2.6459,39.831,129.84,3.209e+05,0.32962,422.51,-12.307,4.4751,0
2.6238,44.216,138.97,3.1718e+05,0.35451,421.13,-12.237,4.7677,0
2.5991,49.082,148.3,3.1304e+05,0.38044,419.58,-12.162,5.0593,0
2.5719,54.414,157.88,3.085e+05,0.40754,417.87,-12.083,5.3496,0
2.5421,60.156,167.82,3.0355e+05,0.43607,415.97,-12,5.6388,0
2.5083,66.588,178.24,2.9796e+05,0.46661,413.81,-11.912,5.9267,0
2.4701,73.757,189.23,2.9168e+05,0.49956,411.36,-11.819,6.2132,0
2.4261,81.788,201.22,2.8453e+05,0.53611,408.54,-11.722,6.4987,0
2.3721,91.342,214.76,2.7588e+05,0.57846,405.13,-11.618,6.7837,0
2.3016,103.22,231.18,2.6486e+05,0.63092,400.85,-11.502,7.0704,0
2.1874,121.43,253.61,2.4804e+05,0.70615,394.9,-11.356,7.3616,0
1.5169,238.9,295.1,1.6039e+05,1.0396,353.45,-11.144,7.6811,0
0.73431,403.02,282.8,64487,1.4272,302.66,-10.8,7.7743,0
0.46563,494.72,198.87,37906,1.5928,282.09,-10.52,7.8149,0
0.34347,546.45,118.9,26682,1.7029,269.98,-10.257,7.8287,0
0.28547,573.58,55.2,21632,1.7723,263.8,-10.001,7.8326,0
0.25953,585.14,10.821,19559,1.8025,262.58,-9.7462,7.8311,0
0.2519,585.49,-14.567,19193,1.7933,265.5,-9.4873,7.8227,0
0.25567,575.56,-23.584,19919,1.7446,271.42,-9.217,7.7983,0
0.23029,559.59,-50.415,18385,1.6812,278.68,-8.9099,7.7477,0
0.19375,504.63,-69.148,16538,1.4774,298.13,-8.6208,7.5951,0
0.18584,385.24,-43.786,17915,1.0653,336.31,-8.3709,7.4387,0
0.17966,246.72,-13.465,19388,0.64212,376.99,-8.137,7.2778,0
0.17115,125.68,10.14,19892,0.32206,405.4,-7.9091,7.1158,0
0.16895,29.921,32.079,20110,0.1562,414.73,-7.6832,6.9534,0
0.17228,-36.136,50.599,20234,0.16844,409.23,-7.458,6.791,0
0.17582,-76.348,63.798,20312,0.24845,402.47,-7.2329,6.6285,0
0.17753,-98.449,71.731,20377,0.30399,399.86,-7.0079,6.466,0
0.17838,-109.26,75.529,20452,0.33154,399.42,-6.7829,6.3035,0
0.17899,-113.62,76.569,20540,0.34182,399.77,-6.5579,6.141,0
0.17957,-114.53,75.797,20641,0.34236,400.44,-6.3329,5.9785,0
0.18021,-113.5,73.596,20761,0.33685,401.34,-6.1079,5.816,0
0.18093,-111.15,70.048,20903,0.32669,402.48,-5.8829,5.6535,0
0.18171,-107.58,65.209,21066,0.31228,403.88,-5.6579,5.491,0
0.18246,-102.76,59.241,21239,0.29388,405.52,-5.4329,5.3285,0
0.1831,-96.665,52.236,21412,0.27162,407.39,-5.2079,5.166,0
0.18339,-89.129,44.894,21550,0.24611,409.37,-4.9829,5.0035,0
0.18314,-80.463,37.917,21622,0.21884,411.31,-4.7579,4.841,0
0.18237,-71.326,31.474,21630,0.19138,413.17,-4.5329,4.6785,0
0.18118,-62.204,25.58,21581,0.16476,414.95,-4.3079,4.516,0
0.17971,-53.482,19.926,21494,0.13955,416.67,-4.0829,4.3535,0
0.17804,-45.212,14.131,21382,0.11568,418.39,-3.8579,4.191,0
0.17612,-37.09,8.1583,21240,0.092814,420.15,-3.6329,4.0285,0
0.17388,-28.841,2.2248,21060,0.071437,421.95,-3.4079,3.866,0
0.17127,-20.424,-3.3804,20837,0.054141,423.84,-3.1829,3.7035,0
0.16838,-12.06,-8.4746,20579,0.044948,425.78,-2.9579,3.541,0
0.16537,-4.0548,-12.946,20298,0.044112,427.61,-2.7329,3.3785,0
0.16226,3.3602,-16.505,20003,0.048325,429.49,-2.5079,3.216,0
0.15926,9.8936,-18.55,19705,0.054359,431.05,-2.2829,3.0535,0
0.15677,14.959,-18.127,19421,0.057979,431.56,-2.0579,2.891,0
0.15505,17.472,-13.882,19176,0.054756,430.86,-1.8329,2.7285,0
0.1541,16.214,-4.5322,19000,0.051312,429.53,-1.6079,2.566,0
0.15356,10.122,10.707,18915,0.058066,429.11,-1.3829,2.4034,0
0.15296,-1.4997,32.433,18928,0.088445,431.09,-1.1579,2.2408,0
0.15252,-18.735,61.019,19015,0.15469,434.33,-0.93284,2.078,0
0.15364,-41.026,96.258,19112,0.25144,433.41,-0.70765,1.9143,0
0.15748,-67.184,137.6,19096,0.37259,422.66,-0.48205,1.7478,0
0.16252,-95.773,185.96,18742,0.52198,402.02,-0.25535,1.5729,0
0.16717,-117.86,242.38,18124,0.69339,377.91,-0.028363,1.3748,0
0.16944,-125.22,272.58,17805,0.78207,366.11,0.21098,1.1192,0
0.23289,-42.795,241.1,25578,0.62451,382.61,0.25525,1.1441,0
0.24513,-46.403,208.91,27352,0.54307,388.41,0.34335,0.81062,0
0.26762,-58.259,149.65,30666,0.40413,398.99,0.38708,0.5269,0
0.28708,-78.97,95.899,33635,0.31452,408.01,0.40405,0.25962,0
0.30445,-121.08,40.192,36261,0.32579,414.82,0.40852,-0,0
0.30463,-124.44,-20.958,36598,0.32068,418.53,0.40405,-0.25962,0
0.28619,-87.45,-85.424,34253,0.30861,416.83,0.38708,-0.5269,0
0.26242,-70.665,-156.04,30782,0.4271,408.34,0.34335,-0.81062,0
0.21758,-110.76,-221.13,24279,0.63504,386.37,0.25525,-1.1441,0
0.1827,-156.72,-236.77,19570,0.73349,373.24,0.018643,-1.4144,0
0.17937,-144.2,-210.32,19769,0.64991,383.99,-0.20853,-1.624,0
0.17764,-119.76,-181.19,20342,0.54311,399.09,-0.43588,-1.8055,0
0.17331,-96.446,-153.53,20560,0.44553,413.48,-0.66191,-1.9751,0
0.16855,-75.123,-125.72,20559,0.35496,425.07,-0.8873,-2.1401,0
0.16509,-56.248,-98.18,20463,0.27206,431.88,-1.1124,-2.3035,0
0.16335,-40.587,-72.391,20361,0.19912,434.25,-1.3375,-2.4662,0
0.1629,-28.855,-49.822,20313,0.1385,434.41,-1.5625,-2.6288,0
0.16319,-21.372,-31.468,20355,0.09206,434.53,-1.7875,-2.7913,0
0.16387,-17.995,-17.75,20494,0.061695,435.67,-2.0125,-2.9539,0
0.16542,-18.34,-8.8003,20718,0.051947,436.32,-2.2375,-3.1164,0
0.1681,-21.538,-4.3145,21002,0.057085,435.25,-2.4625,-3.2789,0
0.17134,-26.434,-3.2884,21314,0.066889,433.36,-2.6875,-3.4414,0
0.1747,-32.211,-4.6353,21625,0.079813,431.25,-2.9125,-3.6039,0
0.17787,-38.378,-7.5185,21913,0.094987,429.17,-3.1375,-3.7664,0
0.18075,-44.685,-11.314,22166,0.11165,427.24,-3.3625,-3.9289,0
0.18326,-50.994,-15.627,22381,0.1292,425.46,-3.5875,-4.0914,0
0.1854,-57.243,-20.197,22554,0.14721,423.8,-3.8125,-4.2539,0
0.18719,-63.478,-24.824,22690,0.16554,422.26,-4.0375,-4.4164,0
0.18869,-69.831,-29.383,22792,0.18428,420.8,-4.2625,-4.5789,0
0.18992,-76.432,-33.879,22863,0.20369,419.39,-4.4875,-4.7414,0
0.19082,-83.189,-38.53,22895,0.22373,417.98,-4.7125,-4.9039,0
0.19134,-89.82,-43.512,22878,0.24397,416.56,-4.9375,-5.0664,0
0.19144,-96.007,-48.798,22811,0.26372,415.11,-5.1625,-5.2289,0
0.19113,-101.27,-54.317,22694,0.28191,413.65,-5.3875,-5.3914,0
0.19053,-105.31,-59.603,22547,0.29734,412.24,-5.6125,-5.5539,0
0.18981,-108.09,-64.057,22393,0.30919,411,-5.8375,-5.7164,0
0.18904,-109.43,-67.441,22245,0.3167,409.94,-6.0625,-5.8789,0
0.18828,-108.84,-69.485,22111,0.31848,409.11,-6.2875,-6.0414,0
0.18756,-105.3,-69.854,21996,0.31187,408.55,-6.5125,-6.2039,0
0.18679,-96.644,-67.858,21909,0.29151,408.6,-6.7375,-6.3664,0
0.18559,-79.515,-62.497,21849,0.24971,410.14,-6.9625,-6.5288,0
0.18306,-49.328,-52.986,21802,0.18272,414.95,-7.1876,-6.6913,0
0.17911,-0.22051,-39.261,21743,0.13595,422.96,-7.4128,-6.8538,0
0.17718,72.797,-22.5,21648,0.20685,425.71,-7.6384,-7.0162,0
0.18171,169.64,-5.2865,21477,0.42195,412.34,-7.8652,-7.1784,0
0.19231,284.59,10.709,21002,0.73412,381.57,-8.0954,-7.34,0
0.20128,410.98,32.145,19472,1.13,337.76,-8.3341,-7.4999,0
0.2109,518.14,53.575,17805,1.5199,294.96,-8.592,-7.6542,0
0.24109,569.82,43.425,18712,1.7332,271.06,-8.8901,-7.8026,0
0.26444,585.01,21.522,19875,1.8048,261.9,-9.2031,-7.8623,0
0.2714,589.68,4.6107,20046,1.8341,257.39,-9.4795,-7.8942,0
0.29256,583.53,-29.202,21602,1.819,257.14,-9.7433,-7.9065,0
0.33303,566.72,-78.69,25003,1.7692,261.16,-10.002,-7.9088,0
0.40661,535.39,-142.75,31561,1.6887,269.58,-10.262,-7.9023,0
0.54375,481.89,-218.32,44373,1.5777,282.82,-10.532,-7.8817,0
0.80515,396.63,-294.89,70203,1.4324,301.43,-10.82,-7.8284,0
1.5469,239.54,-297.59,1.6269e+05,1.0483,351.78,-11.172,-7.7166,0
2.1886,123.12,-251.06,2.4825e+05,0.7021,395.03,-11.403,-7.3962,0
2.3006,105.33,-229.27,2.6488e+05,0.6286,401.05,-11.56,-7.1009,0
2.3709,93.378,-213.05,2.7587e+05,0.57645,405.32,-11.683,-6.8109,0
2.4246,83.79,-199.72,2.8445e+05,0.53449,408.67,-11.79,-6.5237,0
2.4684,75.717,-187.93,2.9155e+05,0.4983,411.45,-11.889,-6.2367,0
2.5063,68.542,-177.1,2.9775e+05,0.46569,413.86,-11.982,-5.9488,0
2.5397,62.119,-166.86,3.0327e+05,0.43549,415.99,-12.071,-5.6598,0
2.5692,56.37,-157.08,3.0818e+05,0.40729,417.86,-12.154,-5.3696,0
2.5962,51.057,-147.66,3.1267e+05,0.38053,419.55,-12.234,-5.0781,0
2.6206,46.207,-138.46,3.1676e+05,0.35485,421.08,-12.309,-4.7855,0
2.6426,41.819,-129.45,3.2046e+05,0.33019,422.44,-12.379,-4.4918,0
2.6629,37.728,-120.62,3.2387e+05,0.3063,423.69,-12.445,-4.197,0
2.6814,33.992,-111.88,3.27e+05,0.28302,424.83,-12.506,-3.9013,0
2.698,30.628,-103.25,3.2981e+05,0.26034,425.85,-12.563,-3.6047,0
2.7133,27.497,-94.702,3.324e+05,0.23814,426.78,-12.616,-3.3072,0
2.7273,24.619,-86.178,3.3478e+05,0.21622,427.63,-12.664,-3.009,0
2.7397,22.103,-77.633,3.3691e+05,0.19456,428.39,-12.707,-2.7101,0
2.7507,19.915,-69.109,3.3878e+05,0.17323,429.05,-12.746,-2.4105,0
2.7605,17.949,-60.627,3.4045e+05,0.15219,429.64,-12.78,-2.1104,0
2.7689,16.254,-52.152,3.419e+05,0.13142,430.15,-12.81,-1.8098,0
2.7761,14.833,-43.652,3.4313e+05,0.11088,430.59,-12.835,-1.5088,0
2.782,13.677,-35.157,3.4415e+05,0.090725,430.95,-12.856,-1.2075,0
2.7866,12.797,-26.659,3.4496e+05,0.071175,431.25,-12.872,-0.90586,0
2.7899,12.18,-18.096,3.4555e+05,0.052718,431.48,-12.884,-0.60402,0
2.7917,11.834,-9.4637,3.4593e+05,0.037308,431.69,-12.89,-0.30205,0
2.7953,11.794,-0.8099,3.4612e+05,0.030249,431.36,-12.893,0,0
2.7971,11.948,7.8884,3.4604e+05,0.035539,430.97,-12.89,0.30205,0
2.7943,12.243,16.601,3.4569e+05,0.049965,430.97,-12.884,0.60402,0
2.7908,12.834,25.233,3.4513e+05,0.068196,430.82,-12.872,0.90586,0
2.7862,13.693,33.795,3.4436e+05,0.087745,430.56,-12.856,1.2075,0
2.7803,14.832,42.353,3.4336e+05,0.10798,430.23,-12.835,1.5088,0
2.7732,16.238,50.915,3.4216e+05,0.12863,429.81,-12.81,1.8098,0
2.7649,17.92,59.451,3.4073e+05,0.14952,429.31,-12.78,2.1104,0
2.7552,19.875,67.994,3.3908e+05,0.17069,428.73,-12.746,2.4105,0
2.7444,22.054,76.578,3.3722e+05,0.19216,428.07,-12.707,2.7101,0
2.732,24.563,85.182,3.3511e+05,0.21395,427.31,-12.664,3.009,0
2.7181,27.434,93.764,3.3274e+05,0.23601,426.46,-12.616,3.3072,0
2.7029,30.56,102.37,3.3016e+05,0.25836,425.53,-12.563,3.6047,0
2.6863,33.921,111.06,3.2734e+05,0.28117,424.51,-12.506,3.9013,0
2.6678,37.656,119.86,3.2421e+05,0.3046,423.36,-12.445,4.197,0
2.6475,41.746,128.75,3.208e+05,0.32864,422.11,-12.379,4.4918,0
2.6255,46.136,137.8,3.1709e+05,0.35344,420.73,-12.309,4.7855,0
2.601,50.988,147.07,3.1299e+05,0.37926,419.2,-12.234,5.0781,0
2.574,56.306,156.54,3.0849e+05,0.40616,417.5,-12.154,5.3696,0
2.5444,62.062,166.37,3.0356e+05,0.43452,415.62,-12.071,5.6598,0
2.5108,68.495,176.67,2.9802e+05,0.46488,413.49,-11.982,5.9488,0
2.4727,75.684,187.56,2.9179e+05,0.49766,411.07,-11.889,6.2367,0
2.4288,83.777,199.41,2.8465e+05,0.53404,408.27,-11.79,6.5237,0
2.3747,93.396,212.82,2.7603e+05,0.57623,404.9,-11.683,6.8109,0
2.3038,105.4,229.14,2.6496e+05,0.62873,400.62,-11.56,7.1009,0
2.1907,123.32,251.17,2.4817e+05,0.70305,394.51,-11.403,7.3962,0
1.553,239,295.95,1.633e+05,1.0425,352.29,-11.172,7.7166,0
0.81387,395.38,291.57,71390,1.4193,303.31,-10.82,7.8284,0
0.54944,480.62,215.55,45255,1.5631,285.58,-10.532,7.8817,0
0.41085,533.92,140.53,32342,1.6705,273.49,-10.262,7.9023,0
0.33658,565.17,76.949,25730,1.7476,265.97,-10.002,7.9088,0
0.29613,581.85,27.918,22324,1.7948,262.53,-9.7433,7.9065,0
0.27565,587.7,-5.4699,20805,1.8084,262.99,-9.4795,7.8942,0
0.26959,583,-22.557,20638,1.7822,266.74,-9.2031,7.8623,0
0.24407,571.75,-49.606,19074,1.7354,272.68,-8.8901,7.8026,0
0.20895,534.42,-72.153,17205,1.5897,287.55,-8.592,7.6542,0
0.19884,444.2,-56.33,18059,1.263,316.75,-8.3341,7.4999,0
0.19372,323.95,-28.776,19483,0.87299,351.21,-8.0954,7.34,0
0.184,206.5,-6.666,20132,0.53348,382.15,-7.8652,7.1784,0
0.17566,102.98,14.13,20370,0.27238,404.46,-7.6384,7.0162,0
0.17305,20.476,34.039,20477,0.14761,412.29,-7.4128,6.8538,0
0.17522,-37.776,50.729,20516,0.17016,407.94,-7.1876,6.6913,0
0.17798,-74.752,62.885,20529,0.24427,401.82,-6.9625,6.5288,0
0.17936,-96.289,70.384,20551,0.29797,399.16,-6.7375,6.3664,0
0.18004,-107.69,74.114,20597,0.32668,398.54,-6.5125,6.2039,0
0.18057,-112.96,75.098,20669,0.33886,398.76,-6.2875,6.0414,0
0.18117,-114.77,74.046,20770,0.34092,399.39,-6.0625,5.8789,0
0.18187,-114.5,71.303,20900,0.3363,400.33,-5.8375,5.7164,0
0.18266,-112.66,67.067,21055,0.3264,401.57,-5.6125,5.5539,0
0.18342,-109.41,61.624,21223,0.31206,403.07,-5.3875,5.3914,0
0.18409,-104.82,55.1,21394,0.29366,404.84,-5.1625,5.2289,0
0.18441,-98.678,48.331,21533,0.27183,406.77,-4.9375,5.0664,0
0.18417,-91.285,42.11,21607,0.2481,408.72,-4.7125,4.9039,0
0.18338,-83.346,36.561,21617,0.22408,410.66,-4.4875,4.7414,0
0.18213,-75.39,31.653,21570,0.20086,412.57,-4.2625,4.5789,0
0.18057,-67.866,26.997,21483,0.17903,414.46,-4.0375,4.4164,0
0.1788,-60.874,22.156,21371,0.15846,416.4,-3.8125,4.2539,0
0.17676,-54.092,17.121,21229,0.13854,418.42,-3.5875,4.0914,0
